paper_id,covidence_id,title,authors,source_filename,source_text_json_path,trimmed_text_json_path,n_pages,abstract_block_count,title_like_line_count,author_like_line_count,program_marker_count,proceedings_signal_score,proceedings_detected,index_detected,index_confidence,index_listed_page,index_prev_code,index_next_code,page_map_method,estimated_offset,offset_confidence,fallback_triggered,trim_status,trim_reason,trim_method,trim_mode,matched_block_code,matched_block_title,title_score,author_score,match_score,start_rule,end_rule,body_signal_count,spillover_flag,header_only_flag,candidate_rank,start_page_index,end_page_index,start_line_global_index,end_line_global_index_exclusive,trimmed_at_utc
1924,1924,Status dystonicus in a young person as an unusual presentation of stiff person syndrome: A case report,Di Luca D.G.; Bette S.; Luca C.; Singer C.,1924_Di Luca-2018-Status dystonicus in a young pers.pdf,data\extraction_json\text\1924.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1924.json,104,82,476,361,0,4,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,148,Status Dystonicus in a Young Person as an Unusual Presentation of,0.8916,0.7500,0.8024,backtrack_abstract_boundary,next_abstract_boundary,5,false,false,1,58,59,7008,7059,2026-04-12T01:25:04.605707+00:00
1932,1932,An international survey of stiff person spectrum disorders: Exploring the clinical spectrum and unmet needs,Balint B.; Gatto E.; Etcheverry J.; Cesarini M.; Virginia Parisi V.; Rodriguez Violante M.; Garcia Ruiz P.; Bhatia K.,1932_Balint-2018-An international survey of stiff person spectrum disorders Exploring the clinical spectrum and unmet needs.pdf,data\extraction_json\text\1932.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1932.json,2,1,10,6,0,3,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,An international survey of stiff person spectrum disorders: Exploring the clinical spectrum and unmet needs,1.0000,1.0000,0.8507,backtrack_title_cluster,next_soft_header,5,false,false,1,0,1,0,44,2026-04-12T01:25:13.165912+00:00
1947,1947,AN INTERESTING PRESENTATION OF STIFF-PERSON SYNDROME,Lezama K.; Hudey S.; Glaum M.,1947_Lezama K. et al. - 2020 - AN INTERESTING PRESENTATION OF STIFF-PERSON SYNDRO.pdf,data\extraction_json\text\1947.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\1947.json,1,3,9,8,1,7,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,M171,AN INTERESTING PRESENTATION OF STIFF-PERSON SYNDROME,1.0000,1.0000,0.8750,backtrack_abstract_boundary,next_abstract_boundary,3,false,false,1,0,0,0,34,2026-04-12T01:25:32.897117+00:00
3125,3125,Poster 258 A Novel Approach to the Treatment of Stiff-Person-Syndrome with Botulinum Toxin: A Case Report.,"Shah, Chirag D; Bunzol, Daniel",3125_Shah-2016-Poster 258 A Novel Approach to the T.pdf,data\extraction_json\text\3125.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\3125.json,1,3,8,10,0,3,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,Poster 258,Poster 258 A Novel Approach to the Treatment of Stiff-Person-Syndrome with Botulinum Toxin: A Case Report,1.0000,1.0000,1.0000,,,5,false,false,1,0,0,21,65,2026-04-12T01:25:58.652432+00:00
5029,5029,Anti-Amphiphysin Positive Partial Stiff Person Syndrome in an Elderly Woman with a Breast Mass,"Abu El-Haija, H.; Gogia, B.; Shanina, E.; He, J.; Fang, X.; Li, X. P.",5029_Annals of Neurology - 2020 - - 145th Annual Meeting American Neurological Association.pdf,data\extraction_json\text\5029.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\5029.json,280,372,299,1688,3,8,true,true,0.1131,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,419,Anti-Amphiphysin Positive Partial Stiff Person Syndrome in an Elderly Woman with a Breast Mass,1.0000,1.0000,1.0000,,,3,false,false,1,55,56,5713,5760,2026-04-12T01:27:26.056941+00:00
5079,5079,Stiff-person syndrome positive for anti-amphyphisin antibodies: The presenting feature of a neuroendocrine lung cancer,"Andrade, K.; Carvalho, L.; Martins, A.; Barros, J.",5079_Euro J of Neurology - 2005 - - Posters Session 1 Sunday 18 September.pdf,data\extraction_json\text\5079.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\5079.json,264,130,504,442,0,4,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,P1444,P1444 Stiff-person syndrome positive for anti-amphyphisin antibodies: The presenting feature of a neuroendocrine lung cancer,0.9912,1.0000,0.9934,,,2,false,false,1,106,106,12746,12775,2026-04-12T01:30:05.275762+00:00
5087,5087,A CASE REPORT OF ATYPICAL STIFF PERSON SYNDROME WITH CRANIAL NERVE INVOLVEMENT PRECEEDING THE DIAGNOSIS OF A HIGH GRADE LYMPHOMA,"Aquilina, N.; Vella, M.; Debono, A. G.; Camilleri, D. J.",5087_Euro J of Neurology - 2011 - - Poster Session 2 Monday 12 September.pdf,data\extraction_json\text\5087.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\5087.json,277,77,448,344,0,6,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,P2725,A CASE REPORT OF ATYPICAL STIFF PERSON SYNDROME WITH CRANIAL,0.9318,1.0000,0.8784,backtrack_abstract_boundary,next_abstract_boundary,0,false,false,1,262,263,21015,21057,2026-04-12T01:32:04.259144+00:00
5158,5158,A case of Type 1 diabetes with stiff person syndrome and coeliac disease,"Behan, L. A.; O'Sullivan, E. P.; King, T. J. F.; Hardiman, O.; Agha, A.; Thompson, C. J.; Smith, D.",5158_Diabetic Medicine - 2007 - - Orals.pdf,data\extraction_json\text\5158.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\5158.json,29,123,553,392,0,4,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,A26,A26 A case of Type 1 diabetes with stiff person syndrome and coeliac disease,0.9905,0.8571,0.9572,,,3,false,false,1,7,7,819,852,2026-04-12T01:33:48.735662+00:00
5212,5212,STIFF-MAN SYNDROME WITH GAD-LIKE IMMUNOREACTIVITY - RESPONSE OF A PATIENT TO PLASMAPHERESIS AND IMMUNOSUPPRESSION,"Brashear, H. R.; Phillips, L. H.",5212_Brashear-1993-STIFF-MAN SYNDROME WITH GAD-LIKE IMMUNOREACTIVITY RESPONSE OF A PATIENT TO PLASMAPHERESIS AND IMMUNOSUPPRESSION.pdf,data\extraction_json\text\5212.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\5212.json,1,5,22,16,0,6,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,Stiff-Man Syndrome with GAD-Like Immunoreactivity: Response of a Patient to Plasmapheresis and Immunosuppression,1.0000,1.0000,0.8652,backtrack_title_cluster,next_abstract_boundary,5,false,false,1,0,0,89,119,2026-04-12T01:34:07.275047+00:00
5233,5233,Familial stiff-man syndrome with GAD65 antibody,"Burns, T. M.; Jones, H. R.; Phillips, L. H.; Lennon, V. A.",5233_Annals of Neurology - 2001 - - 126th Annual Meeting American Neurological Association Abstracts Plenary Session .pdf,data\extraction_json\text\5233.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\5233.json,4,17,63,76,3,6,true,false,,,,,,,,true,header_only_source,Matched entry appears to contain header-only listing without abstract body.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,160,Familial Stiff-Man Syndrome With GAD65 Antibody,1.0000,1.0000,1.0000,,,0,false,true,1,1,1,117,122,2026-04-12T01:35:04.646728+00:00
6271,6271,Dementia in elderly male with Stiff man syndrome,"Sheyner, I.; Cutillar, M.",6271_J American Geriatrics Society - 2007 - - PAPER ABSTRACTS.pdf,data\extraction_json\text\6271.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\6271.json,218,111,438,492,1,8,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,C14,C14 Dementia in elderly male with Stiff Man Syndrome. I.,0.9794,1.0000,0.9846,,,0,false,false,1,116,116,14974,15009,2026-04-12T01:37:16.438121+00:00
8198,8198,Anti-glycine receptor antibody causing relapsing encephalitis with rigidity and myoclonus,Williams J.; O'Connell K.; O'Riordan S.; McGuigan C.; Connolly S.; Vincent A.; Hutchinson M.,8198_Movement Disorders - 2012 - - Poster Presentations.pdf,data\extraction_json\text\8198.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\8198.json,523,132,403,353,2,8,true,true,0.1850,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,623,Anti-glycine receptor antibody causing relapsing encephalitis with rigidity and myoclonus,1.0000,0.7143,0.8193,backtrack_abstract_boundary,next_abstract_boundary,5,false,false,1,201,201,24899,24937,2026-04-12T01:40:52.019941+00:00
8317,8317,Stiff man syndrome associated with breast cancer about 2 cases,Noutsa L.; Mbonda Chimi P.C.; Camara M.; Fogang Y.; Toure K.; Ndiaye M.; Diop A.G.; Ndiaye M.M.,8317_Noutsa L. et al. - 2013 - Stiff man syndrome associated with breast cancer a.pdf,data\extraction_json\text\8317.json,qa\trimming\gold_standard\autoresearch\trigger_runs\20260411T233430Z\baseline\gold\text_trimmed\8317.json,2,9,29,27,0,8,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,Stiff man syndrome associated with breast cancer about 2 cases,1.0000,0.8750,0.8301,backtrack_soft_header,next_soft_header,3,false,false,1,0,1,106,132,2026-04-12T01:41:26.607960+00:00
