batch_id,paper_id,title,authors,resolved_source_subtype,resolved_source_route_source,workflow_stage,pdf_filename,pdf_path_relative,source_text_json_path,trimmed_text_json_path,preferred_start_page,best_match_page_index,trim_status,qc_status,manual_follow_up_required,match_score,title_score,author_score,combined_score,trim_reason,qc_note,selection_created_at_utc
batch_009,1899,Stiff-person syndrome and type 1 diabetes mellitus: Report of a family,Faro F.N.; Bussular T.C.; Feder C.K.R.; Salles J.E.N.; Scalissi N.M.; Pereira M.V.,family_case_conference_abstract,manual_review,stage05_trimming,1899_Faro F.N. et al. - 2018 - Stiff-person syndrome and type 1 diabetes mellitus.pdf,data\pdf_original\1899_Faro F.N. et al. - 2018 - Stiff-person syndrome and type 1 diabetes mellitus.pdf,data\extraction_json\text\1899.json,qa\trimming\reports\batch_009\text_trimmed\1899.json,176,175,trimmed_auto,confirmed_full,false,0.6170,0.8349,0.1667,0.6679,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T10:02:58.425984+00:00
batch_009,1900,Stiff person syndrome exacerbations & therapeutic plasma exchange,Stiefel E.; Leeper J.; Alquist C.,group_conference_abstract,manual_review,stage05_trimming,1900_Stiefel E. et al. - 2018 - Stiff person syndrome exacerbations & therapeutic .pdf,data\pdf_original\1900_Stiefel E. et al. - 2018 - Stiff person syndrome exacerbations & therapeutic .pdf,data\extraction_json\text\1900.json,qa\trimming\reports\batch_009\text_trimmed\1900.json,40,39,trimmed_auto,confirmed_full,false,1.0000,0.9919,1.0000,0.9939,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T10:02:58.425984+00:00
batch_009,1901,Iatrogenic hypoglobulinemia due to the therapeutic plasma exchange: Managing the patient with allergies to blood products,Linnik Y.A.; Moiseff R.; Thomasson R.; Szczepiorkowski Z.; Dunbar N.,single_case_conference_abstract,manual_review,stage05_trimming,1901_Linnik Y.A. et al. - 2018 - Iatrogenic hypoglobulinemia due to the therapeutic.pdf,data\pdf_original\1901_Linnik Y.A. et al. - 2018 - Iatrogenic hypoglobulinemia due to the therapeutic.pdf,data\extraction_json\text\1901.json,qa\trimming\reports\batch_009\text_trimmed\1901.json,59,58,trimmed_auto,confirmed_full,false,0.8485,0.9230,1.0000,0.9422,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T10:02:58.425984+00:00
batch_009,1903,Stiff person's syndrome: Challenging symptom control,Thakolkaran N.T.; Kaur R.,single_case_conference_abstract,manual_review,stage05_trimming,1903_Thakolkaran N.T. and Kaur R. - 2018 - Stiff person's syndrome Challenging symptom contr.pdf,data\pdf_original\1903_Thakolkaran N.T. and Kaur R. - 2018 - Stiff person's syndrome Challenging symptom contr.pdf,data\extraction_json\text\1903.json,qa\trimming\reports\batch_009\text_trimmed\1903.json,183,182,trimmed_auto,spillover_detected,true,0.9062,0.8882,1.0000,0.9162,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trim appears to include text from the subsequent proceedings entry.,2026-04-10T10:02:58.425984+00:00
batch_009,1916,A rare cause of progressive encephalopathy - PERM,Hartigan S.; Turner R.; Hastings J.,single_case_conference_abstract,manual_review,stage05_trimming,1916_Hartigan S. et al. - 2018 - A rare cause of progressive encephalopathy - PERM.pdf,data\pdf_original\1916_Hartigan S. et al. - 2018 - A rare cause of progressive encephalopathy - PERM.pdf,data\extraction_json\text\1916.json,qa\trimming\reports\batch_009\text_trimmed\1916.json,70,69,trimmed_auto,confirmed_full,false,0.9349,1.0000,1.0000,1.0000,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T10:02:58.425984+00:00
batch_009,1918,Spasmodic reflex myoclonus-an characteristic electrophysiological manifestation for the diagnosis of Stiff-person syndrome,Tsai C.-H.,single_case_conference_abstract,heuristic,stage05_trimming,1918_Tsai C.-H. - 2018 - Spasmodic reflex myoclonus-an characteristic elect.pdf,data\pdf_original\1918_Tsai C.-H. - 2018 - Spasmodic reflex myoclonus-an characteristic elect.pdf,data\extraction_json\text\1918.json,qa\trimming\reports\batch_009\text_trimmed\1918.json,1,0,trimmed_auto,confirmed_full,false,0.6828,0.9362,0.0000,0.7021,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T10:02:58.425984+00:00
batch_009,1921,Refractory anti-gad positive stiff-person syndrome controlled after rituximab therapy,Aragao V.; Braga E.; Marinho A.R.; Nobrega P.; Simabukuro M.; Ferreira G.; Maia F.,single_case_conference_abstract,manual_review,stage05_trimming,1921_Aragao V. et al. - 2018 - Refractory anti-gad positive stiff-person syndrome.pdf,data\pdf_original\1921_Aragao V. et al. - 2018 - Refractory anti-gad positive stiff-person syndrome.pdf,data\extraction_json\text\1921.json,qa\trimming\reports\batch_009\text_trimmed\1921.json,68,67,trimmed_auto,confirmed_full,false,0.8264,1.0000,0.8571,0.9643,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T10:02:58.425984+00:00
batch_009,1922,Stiff person syndrome presenting with spastic dysarthria,Persaud A.; Shneyder N.; Pulley M.; Giles S.,single_case_conference_abstract,manual_review,stage05_trimming,1922_Persaud A. et al. - 2018 - Stiff person syndrome presenting with spastic dysa.pdf,data\pdf_original\1922_Persaud A. et al. - 2018 - Stiff person syndrome presenting with spastic dysa.pdf,data\extraction_json\text\1922.json,qa\trimming\reports\batch_009\text_trimmed\1922.json,46,45,trimmed_auto,spillover_detected,true,0.9909,1.0000,1.0000,1.0000,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trim appears to include text from the subsequent proceedings entry.,2026-04-10T10:02:58.425984+00:00
batch_009,1923,Intrathecal baclofen effects in stiff person syndrome: Clinical and instrumented gait analysis,Rocha M.S.; Terzian P.R.; Ferreira R.; Majdoub A.A.; Barbosa J.; Godinho F.,case_series_conference_abstract,manual_review,stage05_trimming,1923_Rocha M.S. et al. - 2018 - Intrathecal baclofen effects in stiff person syndr.pdf,data\pdf_original\1923_Rocha M.S. et al. - 2018 - Intrathecal baclofen effects in stiff person syndr.pdf,data\extraction_json\text\1923.json,qa\trimming\reports\batch_009\text_trimmed\1923.json,46,45,trimmed_auto,confirmed_full,false,0.7270,1.0000,0.6667,0.9167,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T10:02:58.425984+00:00
batch_009,1924,Status dystonicus in a young person as an unusual presentation of stiff person syndrome: A case report,Di Luca D.G.; Bette S.; Luca C.; Singer C.,single_case_conference_abstract,manual_review,stage05_trimming,1924_Di Luca-2018-Status dystonicus in a young pers.pdf,data\pdf_original\1924_Di Luca-2018-Status dystonicus in a young pers.pdf,data\extraction_json\text\1924.json,qa\trimming\reports\batch_009\text_trimmed\1924.json,59,58,trimmed_auto,confirmed_full,false,0.8024,1.0000,0.7500,0.9375,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T10:02:58.425984+00:00
batch_009,1947,AN INTERESTING PRESENTATION OF STIFF-PERSON SYNDROME,Lezama K.; Hudey S.; Glaum M.,single_case_conference_abstract,manual_review,stage05_trimming,1947_Lezama K. et al. - 2020 - AN INTERESTING PRESENTATION OF STIFF-PERSON SYNDRO.pdf,data\pdf_original\1947_Lezama K. et al. - 2020 - AN INTERESTING PRESENTATION OF STIFF-PERSON SYNDRO.pdf,data\extraction_json\text\1947.json,qa\trimming\reports\batch_009\text_trimmed\1947.json,1,0,trimmed_auto,confirmed_full,false,0.9880,1.0000,1.0000,1.0000,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T10:02:58.425984+00:00
batch_009,3125,Poster 258 A Novel Approach to the Treatment of Stiff-Person-Syndrome with Botulinum Toxin: A Case Report.,"Shah, Chirag D; Bunzol, Daniel",single_case_conference_abstract,heuristic,stage05_not_needed,3125_Shah-2016-Poster 258 A Novel Approach to the T.pdf,data\pdf_original\3125_Shah-2016-Poster 258 A Novel Approach to the T.pdf,data\extraction_json\text\3125.json,,1,0,manual_review_required,untrimmed_localised,true,1.0000,0.6599,1.0000,0.7449,Matched entry appears truncated or lacks sufficient abstract body content.,Target appears localised in full proceedings text; trimming/manual review is still required.,2026-04-10T10:02:58.425984+00:00
batch_009,5029,Anti-Amphiphysin Positive Partial Stiff Person Syndrome in an Elderly Woman with a Breast Mass,"Abu El-Haija, H.; Gogia, B.; Shanina, E.; He, J.; Fang, X.; Li, X. P.",single_case_conference_abstract,heuristic,stage05_trimming,5029_Annals of Neurology - 2020 - - 145th Annual Meeting American Neurological Association.pdf,data\pdf_original\5029_Annals of Neurology - 2020 - - 145th Annual Meeting American Neurological Association.pdf,data\extraction_json\text\5029.json,qa\trimming\reports\batch_009\text_trimmed\5029.json,56,55,trimmed_auto,confirmed_full,false,1.0000,0.9927,1.0000,0.9945,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T10:02:58.425984+00:00
batch_009,5079,Stiff-person syndrome positive for anti-amphyphisin antibodies: The presenting feature of a neuroendocrine lung cancer,"Andrade, K.; Carvalho, L.; Martins, A.; Barros, J.",single_case_conference_abstract,manual_review,stage05_trimming,5079_Euro J of Neurology - 2005 - - Posters Session 1 Sunday 18 September.pdf,data\pdf_original\5079_Euro J of Neurology - 2005 - - Posters Session 1 Sunday 18 September.pdf,data\extraction_json\text\5079.json,qa\trimming\reports\batch_009\text_trimmed\5079.json,107,106,trimmed_auto,confirmed_full,false,0.9934,1.0000,1.0000,1.0000,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T10:02:58.425984+00:00
batch_009,5087,A CASE REPORT OF ATYPICAL STIFF PERSON SYNDROME WITH CRANIAL NERVE INVOLVEMENT PRECEEDING THE DIAGNOSIS OF A HIGH GRADE LYMPHOMA,"Aquilina, N.; Vella, M.; Debono, A. G.; Camilleri, D. J.",single_case_conference_abstract,manual_review,stage05_trimming,5087_Euro J of Neurology - 2011 - - Poster Session 2 Monday 12 September.pdf,data\pdf_original\5087_Euro J of Neurology - 2011 - - Poster Session 2 Monday 12 September.pdf,data\extraction_json\text\5087.json,qa\trimming\reports\batch_009\text_trimmed\5087.json,263,262,trimmed_auto,confirmed_full,false,0.8784,0.9547,1.0000,0.9661,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T10:02:58.425984+00:00
batch_009,5158,A case of Type 1 diabetes with stiff person syndrome and coeliac disease,"Behan, L. A.; O'Sullivan, E. P.; King, T. J. F.; Hardiman, O.; Agha, A.; Thompson, C. J.; Smith, D.",single_case_conference_abstract,heuristic,stage05_trimming,5158_Diabetic Medicine - 2007 - - Orals.pdf,data\pdf_original\5158_Diabetic Medicine - 2007 - - Orals.pdf,data\extraction_json\text\5158.json,qa\trimming\reports\batch_009\text_trimmed\5158.json,8,7,trimmed_auto,confirmed_full,false,0.9572,1.0000,0.8571,0.9643,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T10:02:58.425984+00:00
batch_009,5212,STIFF-MAN SYNDROME WITH GAD-LIKE IMMUNOREACTIVITY - RESPONSE OF A PATIENT TO PLASMAPHERESIS AND IMMUNOSUPPRESSION,"Brashear, H. R.; Phillips, L. H.",single_case_conference_abstract,heuristic,stage05_trimming,5212_Brashear-1993-STIFF-MAN SYNDROME WITH GAD-LIKE IMMUNOREACTIVITY RESPONSE OF A PATIENT TO PLASMAPHERESIS AND IMMUNOSUPPRESSION.pdf,data\pdf_original\5212_Brashear-1993-STIFF-MAN SYNDROME WITH GAD-LIKE IMMUNOREACTIVITY RESPONSE OF A PATIENT TO PLASMAPHERESIS AND IMMUNOSUPPRESSION.pdf,data\extraction_json\text\5212.json,qa\trimming\reports\batch_009\text_trimmed\5212.json,1,0,trimmed_auto,partial_truncated,true,0.8652,1.0000,1.0000,1.0000,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trim does not start at a detected proceedings header.,2026-04-10T10:02:58.425984+00:00
batch_009,5233,Familial stiff-man syndrome with GAD65 antibody,"Burns, T. M.; Jones, H. R.; Phillips, L. H.; Lennon, V. A.",single_case_conference_abstract,heuristic,stage05_trimming,5233_Annals of Neurology - 2001 - - 126th Annual Meeting American Neurological Association Abstracts Plenary Session .pdf,data\pdf_original\5233_Annals of Neurology - 2001 - - 126th Annual Meeting American Neurological Association Abstracts Plenary Session .pdf,data\extraction_json\text\5233.json,qa\trimming\reports\batch_009\text_trimmed\5233.json,2,1,header_only_source,header_only_source,true,1.0000,0.9857,1.0000,0.9893,Matched entry appears to contain header-only listing without abstract body.,Matched source appears to be a title/author listing without abstract body text.,2026-04-10T10:02:58.425984+00:00
batch_009,5265,Brainstem involvement as onset of stiff limb syndrome: A case report,"Ceriani, F.; Massetto, N.; Rosci, C.; Pietrogrande, M.",single_case_conference_abstract,heuristic,stage05_trimming,5265_Ceriani-2002-Brainstem involvement as onset of stiff limb syndrome A case report.pdf,data\pdf_original\5265_Ceriani-2002-Brainstem involvement as onset of stiff limb syndrome A case report.pdf,data\extraction_json\text\5265.json,qa\trimming\reports\batch_009\text_trimmed\5265.json,1,0,trimmed_auto,confirmed_full,false,0.9906,1.0000,1.0000,1.0000,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T10:02:58.425984+00:00
batch_009,5270,"STIFF PERSON SYNDROME, ABOUT A CASE","Chahrazed, R.",single_case_conference_abstract,manual_review,stage05_trimming,5270_Muscle and Nerve - 2019 - - 2019 AANEM Annual Meeting Abstract Guide Austin TX October 16 19 2019.pdf,data\pdf_original\5270_Muscle and Nerve - 2019 - - 2019 AANEM Annual Meeting Abstract Guide Austin TX October 16 19 2019.pdf,data\extraction_json\text\5270.json,qa\trimming\reports\batch_009\text_trimmed\5270.json,22,21,trimmed_auto,confirmed_full,false,0.8636,1.0000,1.0000,1.0000,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T10:02:58.425984+00:00
batch_009,5283,Autoantibodies to GAD and Cell Surface Determinants in Stiff Person Syndrome,"Chang, T.; Pettingill, P.; Alexopoulos, H.; Jacobson, L. W.; Brown, P.; Vincent, A.",group_conference_abstract,heuristic,stage05_trimming,5283_Chang-2009-Autoantibodies to GAD and Cell Surface Determinants in Stiff Person Syndrome.pdf,data\pdf_original\5283_Chang-2009-Autoantibodies to GAD and Cell Surface Determinants in Stiff Person Syndrome.pdf,data\extraction_json\text\5283.json,qa\trimming\reports\batch_009\text_trimmed\5283.json,1,0,trimmed_auto,confirmed_full,false,0.8807,0.9846,1.0000,0.9884,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T10:02:58.425984+00:00
batch_009,5315,Stiff-person syndrome presenting with asymmetric axial muscle spasms and hypertrophy,"Chuang, C.",single_case_conference_abstract,heuristic,stage05_trimming,5315_Chuang-2002-Stiff-person syndrome presenting with asymmetric axial muscle spasms and hypertrophy.pdf,data\pdf_original\5315_Chuang-2002-Stiff-person syndrome presenting with asymmetric axial muscle spasms and hypertrophy.pdf,data\extraction_json\text\5315.json,qa\trimming\reports\batch_009\text_trimmed\5315.json,1,0,trimmed_auto,confirmed_full,false,0.9924,1.0000,1.0000,1.0000,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T10:02:58.425984+00:00
batch_009,5362,"A double-blind, placebo-controlled, crossover trial of intravenous immunoglobin in the treatment of anti-GAD antibody-positive patients with stiff-person syndrome","Dalakas, M. C.; Fujii, M.; Lutft, B.; Khyos, J.; McElroy, B.",group_conference_abstract,heuristic,stage05_trimming,5362_Annals of Neurology - 2001 - - 126th Annual Meeting American Neurological Association Abstracts Plenary Session.pdf,data\pdf_original\5362_Annals of Neurology - 2001 - - 126th Annual Meeting American Neurological Association Abstracts Plenary Session.pdf,data\extraction_json\text\5362.json,qa\trimming\reports\batch_009\text_trimmed\5362.json,1,0,trimmed_auto,confirmed_full,false,0.8232,0.9203,0.8000,0.8902,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T10:02:58.425984+00:00
batch_009,5365,"A Double-Blind, Placebo-Cotrolled Study of Rituximab in Patients with Stiff-Person Syndrome (SPS)","Dalakas, M. C.; Rakocevic, G.; Dambrosia, J.; McElroy, B.",group_conference_abstract,heuristic,stage05_not_needed,5365_Annals of Neurology - 2009 - - 134th Annual Meeting Poster Session Abstracts Monday October 12 2009.pdf,data\pdf_original\5365_Annals of Neurology - 2009 - - 134th Annual Meeting Poster Session Abstracts Monday October 12 2009.pdf,data\extraction_json\text\5365.json,,17,16,manual_review_required,untrimmed_localised,true,1.0000,0.6501,1.0000,0.7376,Matched entry appears truncated or lacks sufficient abstract body content.,Target appears localised in full proceedings text; trimming/manual review is still required.,2026-04-10T10:02:58.425984+00:00
batch_009,5371,The stiff person syndrome: A single case report of almost complete recovery 12 weeks following immunomodulatory therapy with IVIG and plasmapheresis,"Dalton, C. M.; Lim, E.; Redmond, J.",single_case_conference_abstract,heuristic,stage05_trimming,5371_Dalton-2000-The stiff person syndrome A single case report of almost complete recovery 12 weeks following immunomodulatory.pdf,data\pdf_original\5371_Dalton-2000-The stiff person syndrome A single case report of almost complete recovery 12 weeks following immunomodulatory.pdf,data\extraction_json\text\5371.json,qa\trimming\reports\batch_009\text_trimmed\5371.json,1,0,trimmed_auto,confirmed_full,false,0.8530,1.0000,1.0000,1.0000,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T10:02:58.425984+00:00
batch_009,5398,Treatment of stiff person syndrome with chronic plasmapheresis,"De la Casa-Fages, B.; Anaya, F.; Grandas, F.",case_series_conference_abstract,manual_review,stage05_trimming,5398_Movement Disorders - 2011 - - Poster Presentations.pdf,data\pdf_original\5398_Movement Disorders - 2011 - - Poster Presentations.pdf,data\extraction_json\text\5398.json,qa\trimming\reports\batch_009\text_trimmed\5398.json,38,37,trimmed_auto,confirmed_full,false,0.9918,1.0000,1.0000,1.0000,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T10:02:58.425984+00:00
batch_009,5502,"GLUTAMIC ACID DECARBOXYLASE ANTIBODY: A LINK FOR LOCALISATION RELATED EPILEPSY, STIFF-PERSON SYNDROME AND TYPE I DIABETES MELLITUS? REPORT OF TWO CASES","Barcs, G.; Szucs, A.; Kamondi, A.",case_series_conference_abstract,manual_review,stage05_trimming,5502_Epilepsia - 2012 - - Abstracts.pdf,data\pdf_original\5502_Epilepsia - 2012 - - Abstracts.pdf,data\extraction_json\text\5502.json,qa\trimming\reports\batch_009\text_trimmed\5502.json,151,150,trimmed_auto,partial_truncated,true,0.8381,1.0000,1.0000,1.0000,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trim does not start at a detected proceedings header.,2026-04-10T10:02:58.425984+00:00
batch_009,5535,STIFF PERSON SYNDROME IN ASSOCIATION WITH NONPARANEOPLASTIC LIMBIC ENCEPHALITIS,"Franke, K.; Schulz, R.; Hoppe, M.; Korn-Merker, E.; Specht, U.; Ebner, A.",single_case_conference_abstract,manual_review,stage05_trimming,5535_Epilepsia - 2009 - - 8th European Congress on Epileptology Berlin Germany 21 25 September 2008.pdf,data\pdf_original\5535_Epilepsia - 2009 - - 8th European Congress on Epileptology Berlin Germany 21 25 September 2008.pdf,data\extraction_json\text\5535.json,qa\trimming\reports\batch_009\text_trimmed\5535.json,156,155,trimmed_auto,confirmed_full,false,0.9919,1.0000,1.0000,1.0000,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T10:02:58.425984+00:00
