paper_id,covidence_id,title,authors,source_category,source_subtype,preferred_text_json_path,preferred_text_source,count_eligible,likely_sps_case_count,count_confidence,count_basis,count_manual_review_required,count_original_cohort_provenance_uncertain,count_reason,count_version,heuristic_likely_sps_case_count,heuristic_count_confidence,heuristic_count_basis,count_candidate_json_path,heuristic_candidate_count,llm_likely_sps_case_count,llm_count_confidence,llm_selected_candidate_id,heuristic_fallback_used,count_audit_status,count_verification_status,count_validator_flags,count_evidence_json_path,counted_at_utc
38,38,Intravenous methocarbamol in the treatment of stiff-man syndrome.,"Voci, J M; al-Hakim, M; Dokko, Y; Katirji, M B",single_case_report,case_report,data\extraction_json\text\38.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-05_round_02 | selection_bucket=high_confidence_control | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report,gold_reviewed_stage06_v1,,,,,,,,,,manual_gold_review,manual_gold_review,,,2026-04-05T15:05:08.193742+00:00
39,39,Heterogeneity of autoantibodies in stiff-man syndrome.,"Grimaldi, L M; Martino, G; Braghi, S; Quattrini, A; Furlan, R; Bosi, E; Comi, G",lab_heavy_clinical_or_translational,group_or_frequency_focused_lab_clinical_study,data/extraction_json/text/39.json,full_text,true,13,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-18_stage06_b002_manual_review | selection_bucket=stage06_backfill_batch_review | prediction_correct=true | reviewed_count=13 | reviewed_source_category=lab_heavy_clinical_or_translational | predicted_count=13 | predicted_source_category=lab_heavy_clinical_or_translational | reviewer_notes=The competing counts are 13 from the interview and psychologic-testing cohort and 39 from the larger diagnosed/referral pool. The extractable SPS-spectrum count is 13 because only 13 patients were actually studied in this paper.,gold_reviewed_stage06_v1,13,high,abstract_count_signal,results\stage06_count_runs\stage06_backfill_b002_n50_20260418\candidate_packages\39.json,3,13,medium,cand01,false,manual_gold_review,manual_gold_review,COUNT_EXCEEDS_EXPLICIT_SPS_SUBGROUP,results\stage06_count_runs\stage06_backfill_b002_n50_20260418\count_evidence\39.json,2026-04-18T12:07:02Z
43,43,"Higher autoantibody levels and recognition of a linear NH2-terminal epitope in the autoantigen GAD65, distinguish stiff-man syndrome from insulin-dependent diabetes mellitus.","Kim, J; Namchuk, M; Bugawan, T; Fu, Q; Jaffe, M; Shi, Y; Aanstoot, H J; Turck, C W; Erlich, H; Lennon, V; Baekkeskov, S",lab_heavy_clinical_or_translational,group_or_frequency_focused_lab_clinical_study,data/extraction_json/text/43.json,full_text,true,33,high,manual_gold_review,false,false,"count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-18_stage06_b002_manual_review | selection_bucket=stage06_backfill_batch_review | prediction_correct=false | reviewed_count=33 | reviewed_source_category=lab_heavy_clinical_or_translational | predicted_count=35 | predicted_source_category=lab_heavy_clinical_or_translational | reviewer_notes=The extracted counts are 35 from the abstract total, 33 from Methods (`Sera were obtained with informed consent from 33 SMS patients identified ...`), and 9 from the HLA-haplotyped subgroup. The extractable SPS-spectrum count is 33 because the methods cohort is the main diagnosed sample counted under standard criteria.",gold_reviewed_stage06_v1,9,medium,abstract_count_signal,results\stage06_count_runs\stage06_backfill_b002_n50_20260418\candidate_packages\43.json,2,35,medium,,false,manual_gold_review,manual_gold_review,,results\stage06_count_runs\stage06_backfill_b002_n50_20260418\count_evidence\43.json,2026-04-18T12:07:02Z
49,49,Genetics of susceptibility and resistance to insulin-dependent diabetes in stiff-man syndrome.,"Pugliese, A; Gianani, R; Eisenbarth, G S; De Camilli, P; Solimena, M",observational_group_study,retrospective_or_cohort_group_study,data\extraction_json\text\49.json,full_text,true,18,medium,llm_bounded_alternative,true,false,"challenge_stage=primary | verification_status=llm_bounded_alternative | llm_count_confidence=medium | The paper explicitly states that the authors HLA typed 18 stiff-man syndrome patients, indicating an original SMS/SPS cohort of 18 unique patients. Because this is a brief letter and some follow-up statements reference prior reports, the count is best treated as 18 with manual review for provenance/overlap caution.",hybrid_v2_gpt-5.4,0,low,no_reliable_count_signal,results\stage06_count_runs\stage06_backfill_b002_n50_20260418\candidate_packages\49.json,1,18,medium,,false,hybrid_local_gpt,llm_bounded_alternative,,results\stage06_count_runs\stage06_backfill_b002_n50_20260418\count_evidence\49.json,2026-04-18T11:01:10.525393+00:00
58,58,Treatment of stiff-man syndrome with intravenous immune globulin.,"Karlson, E W; Sudarsky, L; Ruderman, E; Pierson, S; Scott, M; Helfgott, S M",case_series_or_multi_case,case_series,data\extraction_json\text\58.json,full_text,true,3,high,abstract_count_signal,true,true,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | The paper explicitly reports an open, unblinded study of 3 patients with stiff-man syndrome, and the body text/table corroborate 3 SMS case reports. Because the evidence pack flags original cohort provenance as uncertain, the count is best taken as 3 but should remain marked for manual review.",hybrid_v2_gpt-5.4,3,high,abstract_count_signal,results\stage06_count_runs\stage06_backfill_b002_n50_20260418\candidate_packages\58.json,3,3,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,results\stage06_count_runs\stage06_backfill_b002_n50_20260418\count_evidence\58.json,2026-04-18T11:01:36.954374+00:00
62,62,"Autoimmunity in stiff-Man syndrome with breast cancer is targeted to the C-terminal region of human amphiphysin, a protein similar to the yeast proteins, Rvs167 and Rvs161.","David, C; Solimena, M; De Camilli, P",single_case_report,case_report,data\extraction_json\text\62.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-05_round_02 | selection_bucket=count_ambiguity | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report,gold_reviewed_stage06_v1,,,,,,,,,,manual_gold_review,manual_gold_review,,,2026-04-05T15:03:22.411325+00:00
65,65,Stiff man syndrome: clinical and laboratory findings in eight patients.,"Meinck, H M; Ricker, K; Hulser, P J; Schmid, E; Peiffer, J; Solimena, M",case_series_or_multi_case,case_series,data\extraction_json\text\65.json,full_text,true,8,medium,diagnosis_specific_named_cohort_count,true,true,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand02 | The paper explicitly reports an original diagnosis-specific cohort of eight patients with stiff man syndrome/SMS, supported by the title, abstract, and Table 1. However, the text also states that some preliminary findings and at least two patients had been reported previously, so the count is best taken as 8 with manual review required for provenance overlap uncertainty.",hybrid_v2_gpt-5.4,8,high,title_count_signal,results\stage06_count_runs\stage06_backfill_b002_n50_20260418\candidate_packages\65.json,2,8,medium,cand02,false,hybrid_local_gpt,llm_candidate_exact,,results\stage06_count_runs\stage06_backfill_b002_n50_20260418\count_evidence\65.json,2026-04-18T11:02:01.410055+00:00
69,69,Stiff-man syndrome. Report of a case.,"Tarsy, D; Miyawaki, E K",single_case_report,case_report,data\extraction_json\text\69.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-05_round_02 | selection_bucket=high_confidence_control | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report,gold_reviewed_stage06_v1,,,,,,,,,,manual_gold_review,manual_gold_review,,,2026-04-05T15:05:15.152505+00:00
71,71,"Intrathecal baclofen therapy in stiff-man syndrome: a double-blind, placebo-controlled trial.","Silbert, P L; Matsumoto, J Y; McManis, P G; Stolp-Smith, K A; Elliott, B A; McEvoy, K M",interventional_study,controlled_or_therapeutic_group_study,data\extraction_json\text\71.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-05_round_01 | selection_bucket=conference_edge | prediction_correct=false | reviewed_count=1 | reviewed_source_category=interventional_study | predicted_count=1 | predicted_source_category=interventional_study,gold_reviewed_stage06_v1,,,,,,,,,,manual_gold_review,manual_gold_review,,,2026-04-05T12:37:34.661461+00:00
75,75,Stiff-man syndrome: case report.,"Kuhn, W F; Light, P J; Kuhn, S C",single_case_report,case_report,data/extraction_json/text/75.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=stage04_llm_category_2026-04-05_round_02 | selection_bucket=high_confidence_control | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report,gold_reviewed_stage06_v1,,,,,,,,,,manual_gold_review,manual_gold_review,,,2026-04-05T18:47:57.078704+00:00
80,80,Stiff man syndrome: neurophysiological findings in eight patients.,"Meinck, H M; Ricker, K; Hulser, P J; Solimena, M",case_series_or_multi_case,case_series,data\extraction_json\text\80.json,full_text,true,8,high,title_count_signal,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | The paper explicitly reports an original cohort of eight patients with stiff man syndrome, which is within the SPS-spectrum. Multiple statements in the title, abstract, and methods consistently describe the same eight diagnosed patients.",hybrid_v2_gpt-5.4,8,high,title_count_signal,results\stage06_count_runs\stage06_backfill_b002_n50_20260418\candidate_packages\80.json,1,8,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,results\stage06_count_runs\stage06_backfill_b002_n50_20260418\count_evidence\80.json,2026-04-18T11:02:18.516063+00:00
85,85,Stiff-man syndrome: report of a case.,"Chang, Y J; Wu, C L; Lu, C S",single_case_report,case_report,data\extraction_json\text\85.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-05_round_02 | selection_bucket=high_confidence_control | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report,gold_reviewed_stage06_v1,,,,,,,,,,manual_gold_review,manual_gold_review,,,2026-04-05T15:06:17.685092+00:00
89,89,Glutamic acid decarboxylase autoantibodies in stiff-man syndrome and insulin-dependent diabetes mellitus exhibit similarities and differences in epitope recognition.,"Daw, K; Ujihara, N; Atkinson, M; Powers, A C",lab_heavy_clinical_or_translational,group_or_frequency_focused_lab_clinical_study,data\extraction_json\text\89.json,full_text,true,0,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-05_round_02 | selection_bucket=high_confidence_control | prediction_correct=false | reviewed_count=0 | reviewed_source_category=lab_heavy_clinical_or_translational | predicted_count=500 | predicted_source_category=single_case_report | reviewer_notes=no extractable data,gold_reviewed_stage06_v1,,,,,,,,,,manual_gold_review,manual_gold_review,,,2026-04-05T15:07:13.698694+00:00
92,92,Antiamphiphysin antibodies with small-cell lung carcinoma and paraneoplastic encephalomyelitis.,"Dropcho, E J",case_series_or_multi_case,case_series,data/extraction_json/text/92.json,full_text,true,1,high,manual_gold_review,false,false,"count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-18_stage06_b002_manual_review | selection_bucket=stage06_backfill_batch_review | prediction_correct=false | reviewed_count=1 | reviewed_source_category=case_series_or_multi_case | predicted_count=2 | predicted_source_category=case_series_or_multi_case | reviewer_notes=The paper reports 3 paraneoplastic encephalomyelitis patients, but only patient 3 is clearly tied to rigidity and the SPS-spectrum signal. The safest extractable SPS-spectrum count is therefore 1.",gold_reviewed_stage06_v1,2,medium,patient_label_count,results\stage06_count_runs\stage06_backfill_b002_n50_20260418\candidate_packages\92.json,2,2,low,,false,manual_gold_review,manual_gold_review,,results\stage06_count_runs\stage06_backfill_b002_n50_20260418\count_evidence\92.json,2026-04-18T12:07:02Z
95,95,Psychological factors in the diagnosis and pathogenesis of stiff-man syndrome.,"Henningsen, P; Clement, U; Kuchenhoff, J; Simon, F; Meinck, H M",case_series_or_multi_case,case_series,data\extraction_json\text\95.json,full_text,true,9,medium,abstract_count_signal,true,true,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | The paper explicitly reports a retrospective psychological evaluation of nine patients with stiff-man syndrome, and the body text confirms these nine as the study subjects, including two PERM cases counted within the SMS spectrum. However, several patients were previously reported elsewhere, so the cohort is extractable but provenance overlap is uncertain and should be manually checked.",hybrid_v2_gpt-5.4,9,high,abstract_count_signal,results\stage06_count_runs\stage06_backfill_b002_n50_20260418\candidate_packages\95.json,3,9,medium,cand01,false,hybrid_local_gpt,llm_candidate_exact,,results\stage06_count_runs\stage06_backfill_b002_n50_20260418\count_evidence\95.json,2026-04-18T11:03:18.585921+00:00
99,99,Improvement of stiff-man syndrome with vigabatrin.,"Vermeij, F H; van Doorn, P A; Busch, H F",single_case_report,case_report,data\extraction_json\text\99.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-05_round_03 | selection_bucket=high_confidence_control | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report,gold_reviewed_stage06_v1,,,,,,,,,,manual_gold_review,manual_gold_review,,,2026-04-05T15:53:13.076438+00:00
101,101,Progressive encephalomyelitis with rigidity responsive to plasmapheresis and immunosuppression.,"Fogan, L",single_case_report,case_report,data\extraction_json\text\101.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-05_round_03 | selection_bucket=high_confidence_control | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report,gold_reviewed_stage06_v1,,,,,,,,,,manual_gold_review,manual_gold_review,,,2026-04-05T15:53:23.528649+00:00
102,102,The insulin-dependent diabetes mellitus-associated ICA 105 autoantigen in stiff-man syndrome patients.,"Martino, G; Grimaldi, L M; Bazzigaluppi, E; Passini, N; Sinigaglia, F; Rogge, L",lab_heavy_clinical_or_translational,group_or_frequency_focused_lab_clinical_study,data/extraction_json/text/102.json,full_text,true,11,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-18_stage06_b002_manual_review | selection_bucket=stage06_backfill_batch_review | prediction_correct=true | reviewed_count=11 | reviewed_source_category=lab_heavy_clinical_or_translational | predicted_count=11 | predicted_source_category=lab_heavy_clinical_or_translational | reviewer_notes=The competing numbers are 11 patients and 105. The extractable SPS-spectrum count is 11 because 105 is the ICA 105 autoantigen name rather than a patient denominator.,gold_reviewed_stage06_v1,105,high,abstract_count_signal,results\stage06_count_runs\stage06_backfill_b002_n50_20260418\candidate_packages\102.json,3,11,medium,cand02,false,manual_gold_review,manual_gold_review,,results\stage06_count_runs\stage06_backfill_b002_n50_20260418\count_evidence\102.json,2026-04-18T12:07:02Z
103,103,Electrophysiological evaluation of the stiff-man syndrome: further data.,"Martinelli, P; Nassetti, S; Minardi, C; Macri, S; Ippoliti, M",single_case_report,case_report,data\extraction_json\text\103.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-05_round_03 | selection_bucket=high_confidence_control | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report,gold_reviewed_stage06_v1,,,,,,,,,,manual_gold_review,manual_gold_review,,,2026-04-05T15:53:33.537635+00:00
106,106,"Subacute encephalomyelitis presenting as stiff-person syndrome: clinical, polygraphic, and pathologic correlations.","Armon, C; Swanson, J W; McLean, J M; Westbrook, P R; Okazaki, H; Kurtin, P J; Kalyan-Raman, U P; Rodriguez, M",single_case_report,case_report,data\extraction_json\text\106.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-05_round_03 | selection_bucket=high_confidence_control | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report,gold_reviewed_stage06_v1,,,,,,,,,,manual_gold_review,manual_gold_review,,,2026-04-05T15:53:48.556596+00:00
108,108,"Total alopecia, diabetes mellitus, and falls.","Mueller-Schoop, J W; Meyer, M",single_case_report,case_report,data\extraction_json\text\108.json,full_text,true,1,medium,source_single_case_default,true,false,"reference_only_publish_fallback=true | count_basis=source_single_case_default | count_confidence=medium | candidate_notes=preferred_text_source=full_text; source_context_adjusted_primary_estimate; distinct_candidate_counts=[0, 1]; count_eligibility_status=extractable",stage06_publish_v1_reference_heuristic,1,medium,source_single_case_default,,2,,,,false,reference_heuristic_publish_fallback,reference_heuristic_manual_review_required,,,2026-04-26T22:28:09.663705+00:00
110,110,Stiff-man syndrome: abnormal late responses upon transcranial magnetic stimulation.,"Schulte-Mattler, W J; Zierz, S",single_case_report,case_report,data/extraction_json/text/110.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=stage04_llm_category_2026-04-05_round_01 | selection_bucket=high_confidence_control | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report,gold_reviewed_stage06_v1,,,,,,,,,,manual_gold_review,manual_gold_review,,,2026-04-05T18:00:39.895306+00:00
112,112,Anti-gabaergic neuron autoantibodies in a patient with stiff-man syndrome and ataxia.,"Giometto, B; Miotto, D; Faresin, F; Argentiero, V; Scaravilli, T; Tavolato, B",single_case_report,case_report,data/extraction_json/text/112.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=stage04_llm_category_2026-04-05_round_01 | selection_bucket=high_confidence_control | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report,gold_reviewed_stage06_v1,,,,,,,,,,manual_gold_review,manual_gold_review,,,2026-04-05T18:01:00.463928+00:00
113,113,Gastrointestinal involvement in neurologic disorders: Stiff-man and Charcot-Marie-Tooth syndromes.,"Soykan, I; McCallum, R W",single_case_report,case_report,data\extraction_json\text\113.json,full_text,true,1,high,diagnosis_specific_mixed_diagnosis_subgroup_count,false,false,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | The paper reports two patients total, but they are mixed diagnoses: one with stiff-man syndrome and one with Charcot-Marie-Tooth syndrome. Only the stiff-man syndrome patient is within the SPS-spectrum, so the diagnosis-specific subgroup count of 1 is the best-supported extractable SPS-spectrum case count.",hybrid_v2_gpt-5.4,1,high,diagnosis_specific_mixed_diagnosis_subgroup_count,results\stage06_count_runs\stage06_backfill_b002_n50_20260418\candidate_packages\113.json,5,1,high,cand01,false,hybrid_local_gpt,llm_candidate_exact,,results\stage06_count_runs\stage06_backfill_b002_n50_20260418\count_evidence\113.json,2026-04-18T10:41:39.336825+00:00
114,114,The stiff leg syndrome.,"Brown, P; Rothwell, J C; Marsden, C D",case_series_or_multi_case,case_series,data\extraction_json\text\114.json,full_text,true,4,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=2026-04-05_round_02 | selection_bucket=case_group_boundary | prediction_correct=true | reviewed_count=4 | reviewed_source_category=case_series_or_multi_case | predicted_count=4 | predicted_source_category=case_series_or_multi_case,gold_reviewed_stage06_v1,,,,,,,,,,manual_gold_review,manual_gold_review,,,2026-04-05T14:53:07.056557+00:00
115,115,Improvement of stiff-man syndrome with vigabatrin.,"Prevett, M C; Brown, P; Duncan, J S",single_case_report,case_report,data/extraction_json/text/115.json,full_text,true,1,high,manual_gold_review,false,false,count_basis=manual_gold_review | count_confidence=high | round_id=stage04_llm_category_2026-04-05_round_02 | selection_bucket=high_confidence_control | prediction_correct=true | reviewed_count=1 | reviewed_source_category=single_case_report | predicted_count=1 | predicted_source_category=single_case_report,gold_reviewed_stage06_v1,,,,,,,,,,manual_gold_review,manual_gold_review,,,2026-04-05T18:48:05.640020+00:00
