paper_id,covidence_id,title,authors,source_filename,source_text_json_path,trimmed_text_json_path,n_pages,abstract_block_count,title_like_line_count,author_like_line_count,program_marker_count,proceedings_signal_score,proceedings_detected,index_detected,index_confidence,index_listed_page,index_prev_code,index_next_code,page_map_method,estimated_offset,offset_confidence,fallback_triggered,trim_status,trim_reason,trim_method,trim_mode,matched_block_code,matched_block_title,title_score,author_score,match_score,start_rule,end_rule,body_signal_count,spillover_flag,header_only_flag,candidate_rank,start_page_index,end_page_index,start_line_global_index,end_line_global_index_exclusive,trimmed_at_utc
1119,1119,Antibody spectrum in stiff person syndrome and related disorders,Balint B.; Blocker I.M.; Unger M.; Stocker W.; Probst C.; Komorowski L.; Meinck H.M.,1119_Balint B. et al. - 2015 - Antibody spectrum in stiff person syndrome and rel.pdf,data\extraction_json\text\1119.json,data\extraction_json\text_trimmed\1119.json,567,269,1534,997,0,6,true,true,0.0807,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,670,Antibody spectrum in stiff person syndrome and related,0.9378,0.8571,0.8272,backtrack_abstract_boundary,next_abstract_boundary,5,false,false,1,262,262,29639,29685,2026-04-06T13:09:02.786437+00:00
1120,1120,Anti-GAD65 negative stiff-person syndrome with a favorable response to pregabalin: A case post-thymoma excision accompanying central sleep apnea,Zhang G.; Liu L.; Xiong N.; Huang J.; Wang T.,1120_Zhang G. et al. - 2015 - Anti-GAD65 negative stiff-person syndrome with a f.pdf,data\extraction_json\text\1120.json,,567,269,1534,997,0,6,true,true,0.0673,,,,,,,true,manual_review_required,Matched entry appears truncated or lacks sufficient abstract body content.,,fuzzy_title_author_block_match,740,740 Anti-GAD65 negative stiff-person syndrome with a favorable response to pregabalin: A case post-thymoma excision accompanying central sleep apnea,0.9952,1.0000,0.9964,,,1,false,false,1,292,292,32673,32680,
1129,1129,"GAD autoimmunity: Syndromes, comorbidities, and coexisting antibodies in 121 patients",Arino H.; Gresa-Arribas N.; Hoftberger R.; Martinez-Hernandez E.; Armangue T.; Kruer M.C.; Arpa J.; Domingo J.; Rojc B.; Bataller L.; Saiz A.; Dalmau J.; Graus F.,"1129_Arino H. et al. - 2015 - GAD autoimmunity Syndromes, comorbidities, and co.pdf",data\extraction_json\text\1129.json,data\extraction_json\text_trimmed\1129.json,132,451,788,2074,0,6,true,false,,,,,,,,true,header_only_source,Matched entry appears to contain header-only listing without abstract body.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,M103,"GAD Autoimmunity: Syndromes, Comorbidities,",0.8470,0.5000,0.7603,,,0,false,true,1,9,9,999,1007,2026-04-06T13:09:53.499785+00:00
1138,1138,Stiff person syndrome: Review of 14 patients,Cavalcante V.; Souza Bulle Oliveira A.,1138_Cavalcante V. and Souza Bulle Oliveira A. - 2015 - Stiff person syndrome Review of 14 patients.pdf,data\extraction_json\text\1138.json,data\extraction_json\text_trimmed\1138.json,1,7,31,58,1,6,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,1121,Stiff person syndrome: review of 14 patients,1.0000,1.0000,0.8718,backtrack_abstract_boundary,next_abstract_boundary,4,false,false,1,0,0,55,92,2026-04-06T13:09:55.063644+00:00
1150,1150,Stiff person syndrome presenting as 'stiff eyes',Vinjam M.R.; Shanmugarajan P.; Ford H.,1150_Vinjam M.R. et al. - 2015 - Stiff person syndrome presenting as 'stiff eyes'.pdf,data\extraction_json\text\1150.json,,1,3,16,12,0,1,false,false,,,,,,,,false,not_needed,Document does not look like a large proceedings/program PDF.,,,,,,,,,,,,,,,,,,
1153,1153,A new clinical tool (BRIT) to monitor IVIg efficacy in patients with stiff person syndrome,Weerasinghe S.; Sadalage G.; Jacob S.,1153_Weerasinghe S. et al. - 2015 - A new clinical tool (BRIT) to monitor IVIg efficac.pdf,data\extraction_json\text\1153.json,data\extraction_json\text_trimmed\1153.json,2,4,18,11,0,3,true,false,,,,,,,,true,header_only_source,Matched entry appears to contain header-only listing without abstract body.,page_local_sliding_window_match,page_local_sliding_window_match,,EFFICACY IN PATIENTS WITH STIFF PERSON SYNDROME,0.8612,1.0000,0.7959,backtrack_title_cluster,next_soft_header,0,false,true,1,0,0,1,9,2026-04-06T13:09:56.259313+00:00
1154,1154,Clinical features and treatment response in a large UK cohort of stiff person syndrome patients,Sadalage G.; Karim A.; Jacob S.,1154_Sadalage G. et al. - 2015 - Clinical features and treatment response in a larg.pdf,data\extraction_json\text\1154.json,,1,2,15,12,0,1,false,false,,,,,,,,false,not_needed,Document does not look like a large proceedings/program PDF.,,,,,,,,,,,,,,,,,,
1215,1215,Three cases of elevated IL-1beta in common variable immunodeficiency (CVID) with autoimmune complications,Toh J.; Gavrilova T.; Rubinstein A.,1215_Toh Three cases of elevated IL-1beta in common variable immunodeficiency (CVID) with autoimmune complications.pdf,data\extraction_json\text\1215.json,data\extraction_json\text_trimmed\1215.json,1,8,51,41,0,5,true,false,,,,,,,,true,header_only_source,Matched entry appears to contain header-only listing without abstract body.,page_local_sliding_window_match,page_local_sliding_window_match,58,Three Cases of Elevated IL-1beta in Common Variable,0.8691,1.0000,0.8590,backtrack_abstract_boundary,window_extent_cap,0,false,true,1,0,0,71,79,2026-04-06T13:10:17.252054+00:00
1217,1217,Epidemiology of stiff person syndrome in the United States veterans health administration database,Galli J.; Greenlee J.; Soldan M.P.; Clardy S.,1217_Galli - Epidemiology of Stiff Person Syndrome in the United States Veterans Health Administration Database.pdf,data\extraction_json\text\1217.json,,1,0,7,21,0,0,false,false,,,,,,,,false,not_needed,Document does not look like a large proceedings/program PDF.,,,,,,,,,,,,,,,,,,
1227,1227,Role of plasma exchange in stiff person syndrome,Albahra S.; Yates S.; Matevosyan K.; Sarode R.,1227_Albahra S. et al. - 2016 - Role of plasma exchange in stiff person syndrome.pdf,data\extraction_json\text\1227.json,data\extraction_json\text_trimmed\1227.json,70,217,1737,990,1,8,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,77,77 ROLE OF PLASMA EXCHANGE IN STIFF PERSON SYNDROME,0.9894,1.0000,0.9920,,,1,false,false,1,44,44,4995,5005,2026-04-06T13:10:58.499510+00:00
1229,1229,Progressive encephalomyelitis with rigidity and myoclonus (PERM) associated with glycine receptor antibodies as first manifestation of hodgkin's lymphoma: A case report,Borellini L.; Lanfranconi S.; Trezzi I.; Franco G.; Di Fonzo A.; Bonato S.; Bresolin N.,1229_Borellini L. et al. - 2016 - Progressive encephalomyelitis with rigidity and my.pdf,data\extraction_json\text\1229.json,data\extraction_json\text_trimmed\1229.json,234,172,1082,822,1,8,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,P11168,with glycine receptor antibodies as first,0.8478,1.0000,0.8238,backtrack_abstract_boundary,next_soft_header,5,false,false,1,79,79,6468,6508,2026-04-06T13:11:54.423372+00:00
1230,1230,Stiff Person Syndrome: A female case report with focal onset and multiple limb involvement,Vaz S.; Barros A.; Calado A.; Sequeira J.; Melancia D.; Fernandes A.,1230_Vaz S. et al. - 2016 - Stiff Person Syndrome A female case report with f.pdf,data\extraction_json\text\1230.json,data\extraction_json\text_trimmed\1230.json,279,173,1097,865,1,8,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,P32164,report with focal onset and multiple limb,0.9002,1.0000,0.8666,backtrack_abstract_boundary,next_abstract_boundary,4,false,false,1,228,228,18442,18486,2026-04-06T13:12:09.225951+00:00
1231,1231,Therapeutic challenges of stiff person syndrome: A case report,Varga E.T.; Gyorgyi Md T.; Vecsei L.,1231_Varga E.T. et al. - 2016 - Therapeutic challenges of stiff person syndrome A.pdf,data\extraction_json\text\1231.json,data\extraction_json\text_trimmed\1231.json,279,173,1097,865,1,8,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,P32209,"P32209 Therapeutic challenges of stiff person syndrome: a case report E.T. Varga1, T. Györgyi Md2, L. Vécsei1",0.9104,1.0000,0.9328,,,3,false,false,1,253,253,20490,20508,2026-04-06T13:12:48.799164+00:00
1233,1233,Stiff person syndrome,Dosekova P.; Krastev G.; Haring J.; Lackovic R.,1233_mds.26688.pdf,data\extraction_json\text\1233.json,,697,315,1547,1100,0,6,true,true,0.0903,,,,,,,true,manual_review_required,Matched entry appears truncated or lacks sufficient abstract body content.,,fuzzy_title_author_block_match,1791,1791 Stiff person syndrome,0.9628,1.0000,0.9721,,,2,false,false,1,590,590,71561,71568,
1237,1237,Stiff person syndrome: Case series,Sasse E.; Amorelli G.; Spitz M.; Germano C.S.B.; Vasconcellos L.F.,1237_Sasse E. et al. - 2016 - Stiff person syndrome Case series.pdf,data\extraction_json\text\1237.json,data\extraction_json\text_trimmed\1237.json,697,318,1547,1129,0,6,true,true,0.0834,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,1822,1822 Stiff person syndrome: Case series,0.9754,1.0000,0.9815,,,4,false,false,1,600,600,73426,73446,2026-04-06T13:14:10.901530+00:00
1239,1239,Stiff-person syndrome and hypogammaglobulinaemia: An unusual combination,Suratannon N.; Dalm V.; Van Bilsen K.; Van Paassen P.; Tervaert J.W.C.; Driessen G.J.; Wentink M.W.; Van Der Burg M.; Van Hagen P.M.,1239_Suratannon N. et al. - 2016 - Stiff-person syndrome and hypogammaglobulinaemia .pdf,data\extraction_json\text\1239.json,data\extraction_json\text_trimmed\1239.json,92,372,2880,1356,0,6,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,1001,1001 Stiff-person syndrome and hypogammaglobulinaemia: an unusual combination,0.9881,0.6250,0.8973,,,1,false,false,1,37,37,6196,6221,2026-04-06T13:15:02.182109+00:00
1242,1242,Stiff-person syndrome in association with cerebellar ataxia: Overlapping syndrome: A case report,Chauhan V.H.; Jowkar A.A.,1242_Chauhan V.H. and Jowkar A.A. - 2016 - Stiff-person syndrome in association with cerebell.pdf,data\extraction_json\text\1242.json,data\extraction_json\text_trimmed\1242.json,265,500,132,2482,0,5,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,M310,Cerebellar Ataxia: Overlapping Syndrome: A Case,0.8441,0.5000,0.7120,backtrack_abstract_boundary,next_abstract_boundary,0,false,false,1,27,27,2770,2832,2026-04-06T13:15:24.242044+00:00
1245,1245,Bilateral hip fracture during hospitalization for spasm exacerbation in an adult with stiff person syndrome: A case report,Podobinski T.K.; Mimbella P.C.; Irvine M.J.; Verduzco-Gutierrez M.,1245_Podobinski-2016-Bilateral hip fracture during.pdf,data\extraction_json\text\1245.json,data\extraction_json\text_trimmed\1245.json,2,12,100,118,0,5,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,Bilateral Hip Fracture During Hospitalization for,0.8484,0.2500,0.6552,backtrack_soft_header,next_soft_header,4,false,false,1,0,1,106,135,2026-04-06T13:16:15.176775+00:00
1246,1246,Acute rehabilitation of a patient with stiff person syndrome (SPS) and GAD-antibody cerebellar Ataxia: A case report,Strong N.A.; Love N.F.; Brusky K.M.; Salim S.,1246_Strong-2016-Acute rehabilitation of a patient.pdf,data\extraction_json\text\1246.json,data\extraction_json\text_trimmed\1246.json,2,19,100,109,0,5,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,Acute Rehabilitation of a Patient with Stiff Person,0.8549,0.5000,0.6623,backtrack_soft_header,next_soft_header,1,false,false,1,0,0,82,109,2026-04-06T13:16:23.276262+00:00
1249,1249,Thymic abnormalities and stiff person syndrome,Yanlin R.C.; Kabir T.; Asmat A.; Basheer D.; Aneez A.,1249_Yanlin R.C. et al. - 2016 - Thymic abnormalities and stiff person syndrome.pdf,data\extraction_json\text\1249.json,,1,0,18,20,0,1,false,false,,,,,,,,false,not_needed,Document does not look like a large proceedings/program PDF.,,,,,,,,,,,,,,,,,,
1251,1251,Double trouble: Opisthotonos associated with guillain-barre Syndrome and GAD autoantibody,Alwis A.; Ram D.; Vassallo G.,1251_Alwis A. et al. - 2016 - Double trouble Opisthotonos associated with guill.pdf,data\extraction_json\text\1251.json,qa\trimming\reports\batch_004\1251.json,58,97,524,365,1,8,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,126,"126 Double trouble: opisthotonos associated with Guillain-Barr/C19e Syndrome and GAD autoantibody AA L W I S ,D RAM, G VASSALLO",0.8683,0.6667,0.8179,,,4,false,false,1,49,50,5484,5529,2026-04-07T11:37:22.816609+00:00
1257,1257,Left-side asymmetry in cortical and spinal inhibitory circuits in stiff-person syndrome: A case report,Bocek V.; Cvickova B.; Peisker T.; Stetkarova I.,1257_Bocek V. et al. - 2016 - Left-side asymmetry in cortical and spinal inhibit.pdf,data\extraction_json\text\1257.json,qa\trimming\reports\batch_004\1257.json,1,3,10,15,0,3,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,ID 140,Left-side asymmetry in cortical and spinal inhibitory,0.8584,1.0000,0.8349,backtrack_abstract_boundary,next_abstract_boundary,4,false,false,1,0,0,20,50,2026-04-07T11:37:42.147634+00:00
1332,1332,Stiff face syndrome associated with glycine receptor antibodies,Gadian J.; Lascelles K.; Lim M.,1332_Gadian J. et al. - 2017 - Stiff face syndrome associated with glycine recept.pdf,data\extraction_json\text\1332.json,data\extraction_json\text_trimmed\1332.json,15,104,736,630,1,7,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,,"Stiff face syndrome associated with glycine receptor antibodies J GADIAN, K LASCELLES, M LIM",0.9382,1.0000,0.9537,,,3,false,false,1,6,7,749,783,2026-04-06T13:20:35.738263+00:00
1333,1333,Glycine antibody mediated progressive encephalomyelitis with rigidity and myoclonus (PERM): A paediatric presentation,Kariyawasam D.S.T.; Hildebrand D.; Jayawant S.; Palace J.; Leite M.I.; Ramdas S.,1333_Kariyawasam D.S.T. et al. - 2017 - Glycine antibody mediated progressive encephalomye.pdf,data\extraction_json\text\1333.json,data\extraction_json\text_trimmed\1333.json,90,222,1648,1095,1,8,true,true,0.1516,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,encephalomyelitis with rigidity and myoclonus,0.8882,0.6667,0.7222,backtrack_title_cluster,next_soft_header,1,false,false,1,40,40,4461,4471,2026-04-06T13:20:50.751398+00:00
1339,1339,Anti-GAD65 antibody testing at a tertiary care center,Vodopivec I.; Loomis A.; Baron J.; Cho T.; Bhattacharyya S.,1339_Vodopivec - Anti-GAD65 tertiary.pdf,data\extraction_json\text\1339.json,,1,3,12,12,0,1,false,false,,,,,,,,false,not_needed,Document does not look like a large proceedings/program PDF.,,,,,,,,,,,,,,,,,,
1343,1343,Case control analysis of glycine receptor autoimmunity,Lopez-Chiriboga A.S.; Hinson S.; Bower J.; Matsumoto J.; Hassan A.; Basal E.; Lennon V.; Pittock S.; McKeon A.,1343_Lopez - Case Control Analysis of Glycine Receptor Autoimmunity.pdf,data\extraction_json\text\1343.json,,2,0,13,24,0,1,false,false,,,,,,,,false,not_needed,Document does not look like a large proceedings/program PDF.,,,,,,,,,,,,,,,,,,
1381,1381,Determination of antibodies to GAD67 and other antigens in patients with GAD65 antibody-associated syndromes,Gresa-Arribas N.; Arino H.; Sabater L.; Caballero E.; Alba M.; Martinez-Hernandez E.; Petit M.; Saiz A.; Dalmau J.; Graus F.,1381_Gresa - Determination of Antibodies to GAD67 and Other Antigens in Patients with GAD65 Antibody.pdf,data\extraction_json\text\1381.json,,1,2,16,19,0,1,false,false,,,,,,,,false,not_needed,Document does not look like a large proceedings/program PDF.,,,,,,,,,,,,,,,,,,
1388,1388,A retrospective analysis of patient-reported outcomes for 34 patients with stiff person syndrome receiving home IVIg infusions,Ladha S.; Ayer G.; Souayah N.,1388_Ladha - A Retrospective Analysis Of Patient.pdf,data\extraction_json\text\1388.json,,1,0,16,16,0,1,false,false,,,,,,,,false,not_needed,Document does not look like a large proceedings/program PDF.,,,,,,,,,,,,,,,,,,
1391,1391,Progressive encephalomyelitis with rigidity and myoclonus: A new variant with DPPX antibodies,Balint B.; Jarius S.; Nagel S.; Haberkorn U.; Probst C.; BlOcker I.M.; Bahtz R.; Komorowski L.; StOcker W.; Kastrup A.; Kuthe M.; Meinck H.-M.,1391_Progressive encephalomyelitis with rigidity and myoclonus.pdf,data\extraction_json\text\1391.json,data\extraction_json\text_trimmed\1391.json,10,46,299,249,1,7,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,,Progressive encephalomyelitis with rigidity and myoclonus: A new,0.9020,0.8750,0.7455,backtrack_soft_header,next_soft_header,4,false,false,1,0,1,0,73,2026-04-06T13:20:59.664472+00:00
1393,1393,Stiff limb syndrome: A case report,Farhat E.; Zouari M.; Beyrouti R.; Sassi S.B.; Hentati F.,1393_Euro J of Neurology - 2014 - - Paper Poster Sessions.pdf,data\extraction_json\text\1393.json,,323,203,1068,864,2,8,true,false,,,,,,,,true,manual_review_required,Matched entry appears truncated or lacks sufficient abstract body content.,,fuzzy_title_author_block_match,PP2171,PP2171 Stiff limb syndrome: a case report,0.9664,1.0000,0.9748,,,1,false,false,1,134,134,10943,10950,
1394,1394,Inpatient physiotherapy management for stiff person syndrome,Kahraman T.; Balci B.; Sengun I.S.,1394_Kahraman Inpatient physiotherapy management for stiff person syndrome.pdf,data\extraction_json\text\1394.json,data\extraction_json\text_trimmed\1394.json,5,35,194,137,1,7,true,false,,,,,,,,true,header_only_source,Matched entry appears to contain header-only listing without abstract body.,page_local_sliding_window_match,page_local_sliding_window_match,,Inpatient Physiotherapy Management for Stiff-Person Syndrome: A Case,0.9807,0.6667,0.7764,backtrack_title_cluster,next_abstract_boundary,0,false,true,1,0,0,2,7,2026-04-06T13:21:16.632604+00:00
1395,1395,An atypical Stiff-Person Syndrome associated with type 3 autoimmune polyglandular syndrome,Viana P.; Abreu L.; Fonseca V.R.; Cortes M.; Neutel D.; Pita Lobo P.; Albuquerque L.,1395_Atypical - s00415-014-7337-4.pdf,data\extraction_json\text\1395.json,data\extraction_json\text_trimmed\1395.json,524,222,1356,1176,2,8,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,PP4124,PP4124 An atypical Stiff-Person syndrome associated with type 3 autoimmune polyglandular syndrome,0.9869,1.0000,0.9902,,,4,false,false,1,433,433,48260,48296,2026-04-06T13:21:48.707038+00:00
1397,1397,Reducing excess stiffness in stiff-person syndrome using CBT: A case study,Morris L.L.; Dysch L.; Salkovskis P.M.,1397_Movement Disorders - 2014 - - Poster Presentations.pdf,data\extraction_json\text\1397.json,data\extraction_json\text_trimmed\1397.json,571,340,1721,1000,1,8,true,true,0.1193,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,65,65 Reducing excess stiffness in stiff-person syndrome using CBT: A case study,0.9930,1.0000,0.9947,,,6,false,false,1,22,23,2619,2649,2026-04-06T13:22:24.979754+00:00
1398,1398,A neurological syndrome in a patient with anti glutamic acid decarboxylase (GAD) antibodies,Rachana G.; Tarannum K.,1398_mds.25914.pdf,data\extraction_json\text\1398.json,,571,340,1721,971,0,6,true,true,0.0800,,,,,,,true,manual_review_required,Matched entry appears truncated or lacks sufficient abstract body content.,,fuzzy_title_author_block_match,321,321 A neurological syndrome in a patient with anti glutamic acid decarboxylase (GAD) antibodies,0.9923,1.0000,0.9942,,,2,false,false,1,124,124,13482,13489,
