paper_id,covidence_id,reference_present,reference_match_status,ref,study,title,authors,published_year,published_month,journal,volume,issue,pages,accession_number,doi,notes,tags,card_identifier_text,card_first_author,card_year,card_authors_full,card_publication_title,card_title_matches_export,card_authors_match_export,card_year_matches_export,pdf_present,pdf_file_count,pdf_filenames,pdf_paths_relative,download_status,download_manifest_status,download_method,download_error,download_finished_at_utc,text_json_present,text_json_path,text_preclean_json_present,text_preclean_json_path,text_preclean_stage2_json_present,text_preclean_stage2_json_path,text_source_filename,text_source_sha256,text_extracted_at_utc,text_n_pages,text_needs_ocr,text_ocr_applied,text_ocr_error,text_cleanup_applied,text_cleanup_profile,text_cleanup_applied_at_utc,text_cleanup_source_strategy,text_cleanup_original_extractor,text_cleanup_changed_page_count,text_cleanup_source_json_path,text_cleanup_source_json_sha256,text_cleanup_source_pdf_path,text_cleanup_source_pdf_sha256,text_cleanup_stage2_applied,text_cleanup_stage2_profile,text_cleanup_stage2_applied_at_utc,text_cleanup_stage2_source_strategy,text_cleanup_stage2_changed_page_count,text_cleanup_stage2_source_json_path,text_cleanup_stage2_source_json_sha256,text_cleanup_stage2_source_pdf_path,text_cleanup_stage2_source_pdf_sha256,text_cleanup_stage2_source_page_start,text_cleanup_stage2_source_page_end,text_cleanup_stage2_ocr_dpi,text_cleanup_stage2_ocr_psm,text_cleanup_stage2_ocr_grayscale,text_trim_status,text_trim_reason,text_trimmed_present,text_trimmed_path,text_proceedings_ready_present,text_proceedings_ready_path,text_proceedings_ready_source_kind,text_proceedings_ready_text_mode,text_proceedings_ready_reason,text_trim_method,text_trim_match_score,text_trim_start_page,text_trim_end_page,text_trim_source_text_json_path,source_categorisation_present,source_category,source_subtype,source_classification_confidence,source_likely_case_count,source_case_count_present,source_count_eligible,source_likely_sps_case_count,source_count_confidence,source_count_basis,source_count_manual_review_required,source_count_reason,source_count_version,source_counted_at_utc,source_contains_individual_level_data,source_contains_group_level_data,source_case_series_split_candidate,source_preferred_langextract_mode,source_langextract_eligible,source_manual_review_required,source_recommended_next_action,source_categorisation_reason,source_categorised_at_utc,source_manual_override_present,resolved_source_category,resolved_source_subtype,resolved_source_confidence,resolved_source_route_source,resolved_source_notes,resolved_source_alignment_tag,resolved_review_batch,resolved_reviewed_at_utc,resolved_case_series_split_candidate,resolved_langextract_mode,resolved_langextract_eligible,proceedings_qc_present,proceedings_qc_status,proceedings_qc_manual_follow_up_required,proceedings_qc_validated_text_json_path,proceedings_qc_best_match_page_index,proceedings_qc_title_score,proceedings_qc_author_score,proceedings_qc_combined_score,proceedings_qc_checked_at_utc,case_series_split_present,case_series_split_status,case_series_split_reason,case_series_split_method,case_series_split_case_count,case_series_split_text_json_path,stage07_xml_present,stage07_xml_registry_present,stage07_xml_paper_json_path,stage07_xml_annotated_text_path,stage07_xml_segments_json_path,stage07_xml_target_views_dir,stage07_xml_validation_json_path,stage07_xml_validation_status,stage07_xml_roundtrip_status,stage07_xml_n_target_views,stage07_xml_n_ready_target_views,stage07_xml_ready_for_langextract,stage07_xml_manual_review_required,stage07_xml_stage06_diverged,stage07_xml_manifest_run_id,langextract_raw_present,langextract_raw_path,langextract_model_id,langextract_generated_at_utc,langextract_total_extraction_count,summary_json_present,summary_json_path,summary_model_id,summary_generated_at_utc,summary_total_extraction_count,quality_raw_present,quality_raw_path,quality_model_id,quality_generated_at_utc,quality_publication_type,quality_extraction_count,quality_record_present,quality_record_path,quality_record_model_id,quality_record_generated_at_utc,quality_record_publication_type,quality_missing_field_count,artifact_types_present,registry_updated_at_utc
574,574,true,matched_reference,21775733,Turner 2011,Progressive encephalomyelitis with rigidity and myoclonus: glycine and NMDA receptor antibodies.,"Turner, M R; Irani, S R; Leite, M I; Nithi, K; Vincent, A; Ansorge, O",2011,/,Neurology,77,5,439-43,,https://dx.doi.org/10.1212/WNL.0b013e318227b176,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,llm_joint_extraction,false,"The paper presents a detailed clinical, laboratory, and pathological description of a single 28-year-old man with PERM (progressive encephalomyelitis with rigidity and myoclonus), which is within the SPS spectrum. No other original SPS-spectrum patients are described.",llm_v1_gpt4.1,2026-04-05T20:42:11.532923+00:00,true,false,false,individual,true,false,run_langextract_individual,"This is a single case report, as evidenced by the detailed narrative of one patient's clinical course, laboratory findings, and postmortem pathology. The text repeatedly refers to 'the case' and 'this patient,' and no additional original SPS-spectrum patients are described.",2026-04-05T20:42:11.532902+00:00,false,single_case_report,case_report,high,heuristic,"This is a single case report, as evidenced by the detailed narrative of one patient's clinical course, laboratory findings, and postmortem pathology. The text repeatedly refers to 'the case' and 'this patient,' and no additional original SPS-spectrum patients are described.",,,,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.792198+00:00
580,580,true,matched_reference,21986240,Chamard 2011,Stiff leg syndrome and myelitis with anti-amphiphysin antibodies: a common physiopathology?.,"Chamard, Ludivine; Magnin, Eloi; Berger, Eric; Hagenkotter, Beate; Rumbach, Lucien; Bataillard, Marc",2011,/,European neurology,66,5,253-5,,https://dx.doi.org/10.1159/000331592,,Immunological - Lab tests,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,,true,true,,,,false,,llm_v1_gpt4.1,2026-04-05T20:42:48.873717+00:00,false,false,false,individual,true,false,run_langextract_individual,Manual review: Letter case of stiff-leg syndrome plus myelitis with anti-amphiphysin antibodies and breast carcinoma.,2026-04-05T20:42:48.873695+00:00,true,single_case_report,paraneoplastic_case_report,reviewed,manual_review,Letter case of stiff-leg syndrome plus myelitis with anti-amphiphysin antibodies and breast carcinoma.,appears_matched,batch_12_20,2026-03-03T00:00:00Z,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.792248+00:00
581,581,true,matched_reference,22015096,Iwata 2011,Hyperexcitability restricted to the lower limb motor system in a patient with stiff-leg syndrome.,"Iwata, Tomonori; Shigeto, Hiroshi; Ogata, Katsuya; Hagiwara, Ko-ichi; Kanamori, Yuji; Uehara, Taira; Ohyagi, Yasumasa; Tobimatsu, Shozo; Kira, Jun-ichi",2011,/,Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia,18,12,1720-2,,https://dx.doi.org/10.1016/j.jocn.2011.03.021,,Electrophysiology,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,manual_review_override,false,"manual_review_override_applied=true | source_scope_id=stage06_backfill_b001_n100_20260419 | predicted_count=1 | prediction_correct=true | reviewed_count=1 | reviewer_notes=Manual review confirms this paper reports one original SPS-spectrum patient. | prior_reason=The paper describes in detail a single 29-year-old man with stiff-leg syndrome, including his clinical presentation, diagnostic workup, treatment, and response. There is no mention of additional SPS-spectrum patients.",llm_v1_gpt4.1+manual_review_override,2026-04-19T08:27:31Z,true,false,false,individual,true,false,run_langextract_individual,"This is a single case report, as evidenced by the detailed narrative of one patient's clinical course and the explicit statement that this is the first report of such a case. The paper provides original, individual-level SPS-spectrum data.",2026-04-05T20:43:00.927341+00:00,false,single_case_report,case_report,high,heuristic,"This is a single case report, as evidenced by the detailed narrative of one patient's clinical course and the explicit statement that this is the first report of such a case. The paper provides original, individual-level SPS-spectrum data.",,,,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.792296+00:00
582,582,true,matched_reference,22043547,Lemieux 2011,"Paraneoplastic encephalomyelitis, stiff person syndrome and breast carcinoma.","Lemieux, Julie; Provencher, Louise; Brunet, Denis; Hogue, Jean-Charles",2011,/,The Canadian journal of neurological sciences. Le journal canadien des sciences neurologiques,38,5,790-2,,,,Clinical manifestations,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,,true,true,1,high,manual_review_override,false,manual_review_override_applied=true | source_scope_id=stage06_backfill_b001_n100_20260419 | predicted_count=1 | prediction_correct=true | reviewed_count=1 | reviewer_notes=Manual review confirms this paper reports one original SPS-spectrum patient.,llm_v1_gpt4.1+manual_review_override,2026-04-19T08:27:31Z,false,false,false,individual,true,false,run_langextract_individual,Manual review: Letter reporting a stiff-person syndrome presentation leading to diagnosis of invasive ductal breast carcinoma.,2026-04-05T20:43:00.987382+00:00,true,single_case_report,paraneoplastic_case_report,reviewed,manual_review,Letter reporting a stiff-person syndrome presentation leading to diagnosis of invasive ductal breast carcinoma.,appears_matched,batch_12_20,2026-03-03T00:00:00Z,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.792341+00:00
583,583,true,matched_reference,22283113,Ehler 2011,Stiff-person syndrome following tick-borne meningoencephalitis.,"Ehler, Edvard; Latta, Jan; Mandysova, Petra; Havlasova, Jana; Mrklovsky, Milan",2011,/,Acta medica (Hradec Kralove),54,4,170-4,,,,Clinical manifestations; Differential Diagnosis,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,manual_review_override,false,"manual_review_override_applied=true | source_scope_id=stage06_backfill_b001_n100_20260419 | predicted_count=1 | prediction_correct=true | reviewed_count=1 | reviewer_notes=Manual review confirms this paper reports one original SPS-spectrum patient. | prior_reason=The paper presents a detailed clinical description of a single 61-year-old man with anti-GAD positive SPS following tick-borne meningoencephalitis, including his presentation, diagnostic workup, treatment, and outcome. No other SPS-spectrum patients are described.",llm_v1_gpt4.1+manual_review_override,2026-04-19T08:27:31Z,true,false,false,individual,true,false,run_langextract_individual,"This is a classic single case report, as indicated by the section heading 'CASE REPORT' and the detailed narrative of one patient's clinical course. There is no evidence of additional SPS-spectrum patients or group-level data.",2026-04-05T20:43:20.052522+00:00,false,single_case_report,case_report,high,heuristic,"This is a classic single case report, as indicated by the section heading 'CASE REPORT' and the detailed narrative of one patient's clinical course. There is no evidence of additional SPS-spectrum patients or group-level data.",,,,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.792387+00:00
585,585,true,matched_reference,21647727,Qureshi 2012,Stiff person syndrome (SPS) complicated by respiratory failure: successful treatment with rituximab.,"Qureshi, A; Hennessy, M",2012,/,Journal of neurology,259,1,180-1,,https://dx.doi.org/10.1007/s00415-011-6123-9,,Treatment,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,,true,true,,,,false,,llm_v1_gpt4.1,2026-04-05T20:43:42.994825+00:00,false,false,false,individual,true,false,run_langextract_individual,Manual review: Letter describing anti-GAD-positive SPS with respiratory failure successfully managed with rituximab.,2026-04-05T20:43:42.994805+00:00,true,single_case_report,letter_case_report,reviewed,manual_review,Letter describing anti-GAD-positive SPS with respiratory failure successfully managed with rituximab.,appears_matched,batch_12_20,2026-03-03T00:00:00Z,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.792431+00:00
588,588,true,matched_reference,22082988,Squintani 2012,Efficacy of pregabalin in a case of stiff-person syndrome: clinical and neurophysiological evidence.,"Squintani, G; Bovi, T; Ferigo, L; Musso, A M; Ottaviani, S; Moretto, G; Morgante, F; Tinazzi, M",2012,/,Journal of the neurological sciences,314,01-Feb,166-8,,https://dx.doi.org/10.1016/j.jns.2011.10.023,,Treatment,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,llm_joint_extraction,false,"The paper describes in detail the clinical course, treatment, and neurophysiological findings of a single 71-year-old woman with SPS, with no mention of additional original SPS patients. The structure and language are consistent with a single case report.",llm_v1_gpt4.1,2026-04-05T20:44:06.229403+00:00,true,false,false,individual,true,false,run_langextract_individual,"This is a single case report, as evidenced by the detailed description of one patient's clinical presentation, treatment, and follow-up. There is no indication of additional SPS patients being reported. The paper provides original, individual-level clinical data.",2026-04-05T20:44:06.229382+00:00,false,single_case_report,case_report,high,heuristic,"This is a single case report, as evidenced by the detailed description of one patient's clinical presentation, treatment, and follow-up. There is no indication of additional SPS patients being reported. The paper provides original, individual-level clinical data.",,,,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.792474+00:00
589,589,true,matched_reference,22215239,Iizuka 2012,Glycine receptor antibodies are detected in progressive encephalomyelitis with rigidity and myoclonus (PERM) but not in saccadic oscillations.,"Iizuka, Takahiro; Leite, Maria I; Lang, Bethan; Waters, Patrick; Urano, Yoshiaki; Miyakawa, Saori; Hamada, Junichi; Sakai, Fumihiko; Mochizuki, Hideki; Vincent, Angela",2012,/,Journal of neurology,259,8,1566-73,,https://dx.doi.org/10.1007/s00415-011-6377-2,,Clinical manifestations; Immunological - Lab tests,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,lab_heavy_clinical_or_translational,group_or_frequency_focused_lab_clinical_study,high,1,true,true,1,high,manual_review_override,false,"manual_review_override_applied=true | source_scope_id=stage06_backfill_b001_n100_20260419 | predicted_count=1 | prediction_correct=true | reviewed_count=1 | reviewer_notes=Manual review confirms one extractable original SPS-spectrum patient in this paper. | prior_reason=The paper provides detailed clinical and laboratory data for one patient with PERM, a variant of SPS-spectrum disorders, including a full case description and antibody titers. The other patients described (OFS and OMS) are not SPS-spectrum, and the text makes clear only one PERM/SPS-spectrum patient is included.",llm_v1_gpt4.1+manual_review_override,2026-04-19T08:27:31Z,true,true,false,group,true,false,run_langextract_group,"This is a lab-heavy clinical/translational study focusing on antibody testing in a small cohort, with detailed clinical data for one PERM (SPS-spectrum) patient and additional non-SPS patients (OFS, OMS). The PERM patient is described individually, and the study includes both clinical and laboratory findings.",2026-04-05T20:44:31.501400+00:00,false,lab_heavy_clinical_or_translational,group_or_frequency_focused_lab_clinical_study,high,heuristic,"This is a lab-heavy clinical/translational study focusing on antibody testing in a small cohort, with detailed clinical data for one PERM (SPS-spectrum) patient and additional non-SPS patients (OFS, OMS). The PERM patient is described individually, and the study includes both clinical and laboratory findings.",,,,false,group,true,false,,,,,,,,,false,split_auto,Explicit case/patient headings supported a stable case-level split.,explicit_case_heading_segmentation,3,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.792520+00:00
593,593,true,matched_reference,22332190,McKeon 2012,"Stiff-man syndrome and variants: clinical course, treatments, and outcomes.","McKeon, Andrew; Robinson, Maisha T; McEvoy, Kathleen M; Matsumoto, Joseph Y; Lennon, Vanda A; Ahlskog, J Eric; Pittock, Sean J",2012,/,Archives of neurology,69,2,230-8,,https://dx.doi.org/10.1001/archneurol.2011.991,,Clinical manifestations; Immunological - Lab tests,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,observational_group_study,retrospective_or_cohort_group_study,high,99,true,true,99,high,manual_review_override,false,"manual_review_override_applied=true | source_scope_id=stage06_backfill_b001_n100_20260419 | predicted_count=99 | prediction_correct=true | reviewed_count=99 | reviewer_notes=Manual review confirms the full SPS-spectrum cohort is 99, obtained by summing the subtype breakdowns reported in the paper rather than selecting a narrower subgroup. | prior_reason=The paper explicitly states that 99 patients with classic SMS or its variants (including partial SMS and PERM) were included in the cohort, all of whom were diagnosed with SPS-spectrum disorders. The breakdown by antibody status and phenotype confirms these are all original cases from the Mayo Clinic cohort.",llm_v1_gpt4.1+manual_review_override,2026-04-19T08:27:31Z,true,true,false,group,true,false,run_langextract_group,"This is a retrospective observational cohort study of 99 original SPS-spectrum patients (classic SMS, partial SMS, and PERM) seen at the Mayo Clinic. The paper provides both group-level and individual-level clinical data, including detailed tables and outcomes, confirming it is not a review or case series but a group observational study.",2026-04-05T20:44:51.078589+00:00,false,observational_group_study,retrospective_or_cohort_group_study,high,heuristic,"This is a retrospective observational cohort study of 99 original SPS-spectrum patients (classic SMS, partial SMS, and PERM) seen at the Mayo Clinic. The paper provides both group-level and individual-level clinical data, including detailed tables and outcomes, confirming it is not a review or case series but a group observational study.",,,,false,group,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.792634+00:00
594,594,true,matched_reference,22334188,Schreiber 2012,Atypical clinically diagnosed stiff-person syndrome response to dantrolene--a refractory case.,"Schreiber, Adam L; Vasudevan, John M; Fetouh, S Kamal; Ankam, Nethra S; Hussain, Aamir; Rakocevic, Goran",2012,/,Muscle & nerve,45,3,454-5,,https://dx.doi.org/10.1002/mus.22331,,Treatment,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,unclear_manual_review,unclear,low,0,true,false,0,low,llm_joint_extraction,true,"The provided full text does not contain any content matching the title or authors of the target paper. All visible content is from unrelated case reports and letters to the editor about ALS, CMT1A, and Pompe disease, with no mention of stiff-person syndrome or dantrolene. Therefore, it is not possible to determine the presence or count of SPS-spectrum patients.",llm_v1_gpt4.1,2026-04-05T20:44:55.447686+00:00,false,false,false,manual_review,false,true,review_source_category,"The extracted text does not match the metadata for the target article (594: 'Atypical clinically diagnosed stiff-person syndrome response to dantrolene--a refractory case.'). No information about SPS, dantrolene, or the listed authors is present. Manual review is required to resolve this discrepancy.",2026-04-05T20:44:55.447666+00:00,false,unclear_manual_review,unclear,low,heuristic,"The extracted text does not match the metadata for the target article (594: 'Atypical clinically diagnosed stiff-person syndrome response to dantrolene--a refractory case.'). No information about SPS, dantrolene, or the listed authors is present. Manual review is required to resolve this discrepancy.",,,,false,manual_review,false,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.792679+00:00
595,595,true,matched_reference,22340934,Amyradakis 2012,Pregnancy and stiff person syndrome.,"Amyradakis, George; Carlan, S J; Bhullar, Amanpreet; Eastwood, Julie",2012,/,The American journal of medicine,125,3,e1-2,,https://dx.doi.org/10.1016/j.amjmed.2011.10.012,,Clinical manifestations,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,,true,true,,,,false,,llm_v1_gpt4.1,2026-04-05T20:44:55.506018+00:00,false,false,false,individual,true,false,run_langextract_individual,Manual review: Clinical communication describing pregnancy-related SPS management and recurrent exacerbations in one woman.,2026-04-05T20:44:55.505998+00:00,true,single_case_report,pregnancy_case_report,reviewed,manual_review,Clinical communication describing pregnancy-related SPS management and recurrent exacerbations in one woman.,appears_matched,batch_12_20,2026-03-03T00:00:00Z,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.792724+00:00
597,597,true,matched_reference,22356495,Tsai 2012,"Lymphoma, thymoma and the wooden man: stiff-person syndrome post-thymoma excision and non-Hodgkin lymphoma remission.","Tsai, T; McGrath, R",2012,/,Internal medicine journal,42,2,205-7,,https://dx.doi.org/10.1111/j.1445-5994.2011.02688.x,,Clinical manifestations,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,single_case_report,case_report,high,1,true,true,1,high,llm_joint_extraction,false,"The paper describes a single patient with stiff-person syndrome (SPS) in detail, including clinical presentation, diagnostic workup, treatment, and follow-up. There is no evidence of additional SPS-spectrum patients being reported.",llm_v1_gpt4.1,2026-04-05T20:45:13.933085+00:00,true,false,false,individual,true,false,run_langextract_individual,"This is a classic single case report, as indicated by the detailed narrative of one patient's clinical course and the explicit statement that this is the 'world’s first case report' of SPS in a patient with both thymoma and non-Hodgkin lymphoma. No group or series data are presented.",2026-04-05T20:45:13.933064+00:00,false,single_case_report,case_report,high,heuristic,"This is a classic single case report, as indicated by the detailed narrative of one patient's clinical course and the explicit statement that this is the 'world’s first case report' of SPS in a patient with both thymoma and non-Hodgkin lymphoma. No group or series data are presented.",,,,false,individual,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.792765+00:00
599,599,true,matched_reference,22386477,Lorenzoni 2012,Electrophysiological characteristics in four patients from Brazil with stiff person syndrome.,"Lorenzoni, Paulo J; Scola, Rosana H; Kay, Claudia S K; Teive, Helio A G; dos Santos, Lucia H Coutinho; Werneck, Lineu C",2012,/,Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia,19,6,889-91,,https://dx.doi.org/10.1016/j.jocn.2011.08.034,,Electrophysiology,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,case_series_or_multi_case,case_series,high,4,true,true,4,high,llm_joint_extraction,false,"The paper explicitly states that four patients who fulfilled clinical criteria for SPS were included in the study, with individual-level clinical, laboratory, and electrophysiological data presented for each. Table 1 and the results section confirm the count and provide per-patient details.",llm_v1_gpt4.1,2026-04-05T20:45:38.227391+00:00,true,true,true,individual_case_split,true,false,split_cases_then_langextract,"This is a case series describing four original SPS-spectrum patients from Brazil, with detailed clinical and electrophysiological data for each. The paper is not a review, conference abstract, or basic science study, and the patient count is clearly stated and supported by the data.",2026-04-05T20:45:38.227361+00:00,false,case_series_or_multi_case,case_series,high,heuristic,"This is a case series describing four original SPS-spectrum patients from Brazil, with detailed clinical and electrophysiological data for each. The paper is not a review, conference abstract, or basic science study, and the patient count is clearly stated and supported by the data.",,,,true,individual_case_split,true,false,,,,,,,,,false,manual_review_required,Could not find at least two distinct explicit case/patient headings.,,0,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.792808+00:00
601,601,true,matched_reference,22499087,Rakocevic 2012,Autoimmune stiff person syndrome and related myelopathies: understanding of electrophysiological and immunological processes.,"Rakocevic, Goran; Floeter, Mary Kay",2012,/,Muscle & nerve,45,5,623-34,,https://dx.doi.org/10.1002/mus.23234,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,review_article,review,high,,true,false,0,high,manual_review_override,false,"manual_review_override_applied=true | source_scope_id=stage06_backfill_b001_n100_20260419 | predicted_count=0 | prediction_correct=true | reviewed_count=0 | reviewer_notes=This is a review article, so the extractable original SPS-spectrum count is 0. The SPS numbers mentioned in the text are cited literature rather than an original cohort reported by this paper.",llm_v1_gpt4.1+manual_review_override,2026-04-19T08:27:31Z,false,false,false,skip,false,false,skip_langextract,Manual review: Narrative review of SPS and related myelopathies covering neurophysiology immunology and treatment rationale.,2026-04-05T20:45:56.840531+00:00,true,review_article,clinical_mechanistic_review,reviewed,manual_review,Narrative review of SPS and related myelopathies covering neurophysiology immunology and treatment rationale.,appears_matched,batch_12_20,2026-03-03T00:00:00Z,false,skip,false,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.792857+00:00
603,603,true,matched_reference,22579814,Kim 2012,The relationship between cortical and spinal hyperexcitability and clinical disease severity in stiff-man syndrome.,"Kim, Samuel D; Vucic, Steve; Mahant, Neil; Kiernan, Matthew C; Fung, Victor S C",2012,/,Parkinsonism & related disorders,18,9,1045-7,,https://dx.doi.org/10.1016/j.parkreldis.2012.04.022,,,,,,,,,,,false,0,,,missing,,,,,false,,false,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,,,,,,,,,,true,observational_group_study,retrospective_or_cohort_group_study,high,5,true,true,5,high,manual_review_override,false,"manual_review_override_applied=true | source_scope_id=stage06_backfill_b001_n100_20260419 | predicted_count=5 | prediction_correct=true | reviewed_count=5 | reviewer_notes=Manual review confirms an extractable original SPS-spectrum cohort of 5 patients. | prior_reason=The paper reports original clinical and laboratory data on 5 patients with stiff-man syndrome (SMS), including demographics, clinical features, antibody levels, and neurophysiological findings. Table 1 provides individual-level data for each of the 5 patients.",llm_v1_gpt4.1+manual_review_override,2026-04-19T08:27:31Z,true,true,false,group,true,false,run_langextract_group,"This is an observational group study of 5 original SMS patients, with both individual and group-level clinical and laboratory data reported. The study is not a review, case report, or conference abstract, and it is not primarily a laboratory/translational paper, as the main focus is on clinical-neurophysiological correlations in SMS patients.",2026-04-05T20:46:08.230221+00:00,false,observational_group_study,retrospective_or_cohort_group_study,high,heuristic,"This is an observational group study of 5 original SMS patients, with both individual and group-level clinical and laboratory data reported. The study is not a review, case report, or conference abstract, and it is not primarily a laboratory/translational paper, as the main focus is on clinical-neurophysiological correlations in SMS patients.",,,,false,group,true,false,,,,,,,,,false,,,,,,false,false,,,,,,,,,,,,,,false,,,,,false,,,,,false,,,,,,false,,,,,0,reference; source_categorisation; source_sps_case_count,2026-04-26T16:20:34.792902+00:00
