batch_id,paper_id,title,authors,resolved_source_subtype,resolved_source_route_source,workflow_stage,pdf_filename,pdf_path_relative,source_text_json_path,trimmed_text_json_path,preferred_start_page,best_match_page_index,trim_status,qc_status,manual_follow_up_required,match_score,title_score,author_score,combined_score,trim_reason,qc_note,selection_created_at_utc
batch_010,1947,AN INTERESTING PRESENTATION OF STIFF-PERSON SYNDROME,Lezama K.; Hudey S.; Glaum M.,single_case_conference_abstract,manual_review,stage05_trimming,1947_Lezama K. et al. - 2020 - AN INTERESTING PRESENTATION OF STIFF-PERSON SYNDRO.pdf,data\pdf_original\1947_Lezama K. et al. - 2020 - AN INTERESTING PRESENTATION OF STIFF-PERSON SYNDRO.pdf,data\extraction_json\text\1947.json,qa\trimming\reports\batch_010\text_trimmed\1947.json,1,0,trimmed_auto,confirmed_full,false,0.9880,1.0000,1.0000,1.0000,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T17:24:58.147876+00:00
batch_010,3125,Poster 258 A Novel Approach to the Treatment of Stiff-Person-Syndrome with Botulinum Toxin: A Case Report.,"Shah, Chirag D; Bunzol, Daniel",single_case_conference_abstract,heuristic,stage05_trimming,3125_Shah-2016-Poster 258 A Novel Approach to the T.pdf,data\pdf_original\3125_Shah-2016-Poster 258 A Novel Approach to the T.pdf,data\extraction_json\text\3125.json,qa\trimming\reports\batch_010\text_trimmed\3125.json,1,0,trimmed_auto,confirmed_full,false,1.0000,1.0000,1.0000,1.0000,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T17:24:58.147876+00:00
batch_010,5029,Anti-Amphiphysin Positive Partial Stiff Person Syndrome in an Elderly Woman with a Breast Mass,"Abu El-Haija, H.; Gogia, B.; Shanina, E.; He, J.; Fang, X.; Li, X. P.",single_case_conference_abstract,heuristic,stage05_trimming,5029_Annals of Neurology - 2020 - - 145th Annual Meeting American Neurological Association.pdf,data\pdf_original\5029_Annals of Neurology - 2020 - - 145th Annual Meeting American Neurological Association.pdf,data\extraction_json\text\5029.json,qa\trimming\reports\batch_010\text_trimmed\5029.json,56,55,trimmed_auto,confirmed_full,false,1.0000,0.9927,1.0000,0.9945,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T17:24:58.147876+00:00
batch_010,5079,Stiff-person syndrome positive for anti-amphyphisin antibodies: The presenting feature of a neuroendocrine lung cancer,"Andrade, K.; Carvalho, L.; Martins, A.; Barros, J.",single_case_conference_abstract,manual_review,stage05_trimming,5079_Euro J of Neurology - 2005 - - Posters Session 1 Sunday 18 September.pdf,data\pdf_original\5079_Euro J of Neurology - 2005 - - Posters Session 1 Sunday 18 September.pdf,data\extraction_json\text\5079.json,qa\trimming\reports\batch_010\text_trimmed\5079.json,107,106,trimmed_auto,confirmed_full,false,0.9934,1.0000,1.0000,1.0000,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T17:24:58.147876+00:00
batch_010,5087,A CASE REPORT OF ATYPICAL STIFF PERSON SYNDROME WITH CRANIAL NERVE INVOLVEMENT PRECEEDING THE DIAGNOSIS OF A HIGH GRADE LYMPHOMA,"Aquilina, N.; Vella, M.; Debono, A. G.; Camilleri, D. J.",single_case_conference_abstract,manual_review,stage05_trimming,5087_Euro J of Neurology - 2011 - - Poster Session 2 Monday 12 September.pdf,data\pdf_original\5087_Euro J of Neurology - 2011 - - Poster Session 2 Monday 12 September.pdf,data\extraction_json\text\5087.json,qa\trimming\reports\batch_010\text_trimmed\5087.json,263,262,trimmed_auto,confirmed_full,false,0.8784,0.9547,1.0000,0.9661,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T17:24:58.147876+00:00
batch_010,5158,A case of Type 1 diabetes with stiff person syndrome and coeliac disease,"Behan, L. A.; O'Sullivan, E. P.; King, T. J. F.; Hardiman, O.; Agha, A.; Thompson, C. J.; Smith, D.",single_case_conference_abstract,heuristic,stage05_trimming,5158_Diabetic Medicine - 2007 - - Orals.pdf,data\pdf_original\5158_Diabetic Medicine - 2007 - - Orals.pdf,data\extraction_json\text\5158.json,qa\trimming\reports\batch_010\text_trimmed\5158.json,8,7,trimmed_auto,confirmed_full,false,0.9572,1.0000,0.8571,0.9643,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T17:24:58.147876+00:00
batch_010,5212,STIFF-MAN SYNDROME WITH GAD-LIKE IMMUNOREACTIVITY - RESPONSE OF A PATIENT TO PLASMAPHERESIS AND IMMUNOSUPPRESSION,"Brashear, H. R.; Phillips, L. H.",single_case_conference_abstract,heuristic,stage05_trimming,5212_Brashear-1993-STIFF-MAN SYNDROME WITH GAD-LIKE IMMUNOREACTIVITY RESPONSE OF A PATIENT TO PLASMAPHERESIS AND IMMUNOSUPPRESSION.pdf,data\pdf_original\5212_Brashear-1993-STIFF-MAN SYNDROME WITH GAD-LIKE IMMUNOREACTIVITY RESPONSE OF A PATIENT TO PLASMAPHERESIS AND IMMUNOSUPPRESSION.pdf,data\extraction_json\text\5212.json,qa\trimming\reports\batch_010\text_trimmed\5212.json,1,0,trimmed_auto,partial_truncated,true,0.8652,1.0000,1.0000,1.0000,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trim does not start at a detected proceedings header.,2026-04-10T17:24:58.147876+00:00
batch_010,5233,Familial stiff-man syndrome with GAD65 antibody,"Burns, T. M.; Jones, H. R.; Phillips, L. H.; Lennon, V. A.",single_case_conference_abstract,heuristic,stage05_trimming,5233_Annals of Neurology - 2001 - - 126th Annual Meeting American Neurological Association Abstracts Plenary Session .pdf,data\pdf_original\5233_Annals of Neurology - 2001 - - 126th Annual Meeting American Neurological Association Abstracts Plenary Session .pdf,data\extraction_json\text\5233.json,qa\trimming\reports\batch_010\text_trimmed\5233.json,2,1,header_only_source,header_only_source,true,1.0000,0.9857,1.0000,0.9893,Matched entry appears to contain header-only listing without abstract body.,Matched source appears to be a title/author listing without abstract body text.,2026-04-10T17:24:58.147876+00:00
batch_010,5265,Brainstem involvement as onset of stiff limb syndrome: A case report,"Ceriani, F.; Massetto, N.; Rosci, C.; Pietrogrande, M.",single_case_conference_abstract,heuristic,stage05_trimming,5265_Ceriani-2002-Brainstem involvement as onset of stiff limb syndrome A case report.pdf,data\pdf_original\5265_Ceriani-2002-Brainstem involvement as onset of stiff limb syndrome A case report.pdf,data\extraction_json\text\5265.json,qa\trimming\reports\batch_010\text_trimmed\5265.json,1,0,trimmed_auto,confirmed_full,false,0.9906,1.0000,1.0000,1.0000,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T17:24:58.147876+00:00
batch_010,5270,"STIFF PERSON SYNDROME, ABOUT A CASE","Chahrazed, R.",single_case_conference_abstract,manual_review,stage05_trimming,5270_Muscle and Nerve - 2019 - - 2019 AANEM Annual Meeting Abstract Guide Austin TX October 16 19 2019.pdf,data\pdf_original\5270_Muscle and Nerve - 2019 - - 2019 AANEM Annual Meeting Abstract Guide Austin TX October 16 19 2019.pdf,data\extraction_json\text\5270.json,qa\trimming\reports\batch_010\text_trimmed\5270.json,22,21,trimmed_auto,confirmed_full,false,0.8636,1.0000,1.0000,1.0000,Proceedings detected and candidate abstract passed identity and completeness guardrails.,Trimmed proceedings text matches and appears complete.,2026-04-10T17:24:58.147876+00:00
